place,other,relation,source
ir-w625006206,ir-arak-street,adjacent,osm
ir-w625006206,ir-chaparkhaneh,adjacent,osm
ir-w625006206,ir-w625027897,adjacent,osm
ir-sadoughi,ir-valiasr-2,adjacent,osm
ir-sadoughi,ir-abuzar-2,adjacent,osm
ir-sadoughi,ir-allame-majlesi,adjacent,osm
ir-sadoughi,ir-horr,adjacent,osm
ir-horr,ir-abuzar-2,adjacent,osm
ir-horr,ir-allame-majlesi,adjacent,osm
ir-kooye-rah-ahan,ir-qasembad,adjacent,osm
ir-kooye-rah-ahan,ir-abshahi,adjacent,osm
ir-kooye-rah-ahan,ir-eyshabad,adjacent,osm
ir-kooye-rah-ahan,ir-azar-yazdi,adjacent,osm
ir-kooye-rah-ahan,ir-khoramshah,adjacent,osm
ir-felestin,ir-khayam-north,adjacent,osm
ir-felestin,ir-bolvar,adjacent,osm
ir-felestin,ir-daneshgah,adjacent,osm
ir-felestin,ir-adl,adjacent,osm
ir-felestin,ir-miremad,adjacent,osm
ir-felestin,ir-heydari,adjacent,osm
ir-felestin,ir-ghias-abad,adjacent,osm
ir-oil-garner,ir-bani-hashem,adjacent,osm
ir-oil-garner,ir-w625014948,adjacent,osm
ir-oil-garner,ir-mosala-3,adjacent,osm
ir-oil-garner,ir-w625023355,adjacent,osm
ir-oil-garner,ir-chaparkhaneh,adjacent,osm
ir-oil-garner,ir-w625027897,adjacent,osm
ir-w625009931,ir-bani-hashem,adjacent,osm
ir-w625009931,ir-w625014948,adjacent,osm
ir-w625009931,ir-mosala-3,adjacent,osm
ir-w625009931,ir-w625023355,adjacent,osm
ir-w625009931,ir-chaparkhaneh,adjacent,osm
ir-w625009931,ir-w625027897,adjacent,osm
ir-azadegan-4,ir-kheyrabad-2,adjacent,osm
ir-azadegan-4,ir-azad-shahr-2,adjacent,osm
ir-azadegan-4,ir-eyshabad,adjacent,osm
ir-kouye-farhangiyan,ir-terminal-2,adjacent,osm
ir-kouye-farhangiyan,ir-moalem-3,adjacent,osm
ir-kouye-farhangiyan,ir-sahel-ghou,adjacent,osm
ir-pirklachai,ir-emam-ali,adjacent,osm
ir-bolvar,ir-khayam-north,adjacent,osm
ir-bolvar,ir-padegan,adjacent,osm
ir-bolvar,ir-daneshgah,adjacent,osm
ir-bolvar,ir-adl,adjacent,osm
ir-sosar,ir-khosh-pyke,adjacent,osm
ir-sosar,ir-terminal-2,adjacent,osm
ir-terminal-2,ir-khosh-pyke,adjacent,osm
ir-terminal-2,ir-takhti,adjacent,osm
ir-terminal-2,ir-mala,adjacent,osm
ir-terminal-2,ir-moalem-3,adjacent,osm
ir-terminal-2,ir-sahel-ghou,adjacent,osm
ir-ahrestan,ir-eyshabad,adjacent,osm
ir-ahrestan,ir-azar-yazdi,adjacent,osm
ir-ahrestan,ir-amir-almomenin,adjacent,osm
ir-ahrestan,ir-chah-gheble,adjacent,osm
ir-ahrestan,ir-zeytoon,adjacent,osm
ir-sisad-dastgah,ir-200dstgah,adjacent,osm
ir-sisad-dastgah,ir-2000vahedi,adjacent,osm
ir-baharestan-2,ir-qazaq-mahaleh,adjacent,osm
ir-baharestan-2,ir-seyyedein,adjacent,osm
ir-baharestan-2,ir-buye,adjacent,osm
ir-baharestan-2,ir-shahrak-ferdowsi,adjacent,osm
ir-baharestan-2,ir-shahrak-jami,adjacent,osm
ir-zeytoon,ir-chah-gheble,adjacent,osm
ir-zeytoon,ir-koochi-biok,adjacent,osm
ir-zeytoon,ir-emem-shahr,adjacent,osm
ir-zeytoon,ir-yazd-baf,adjacent,osm
ir-zeytoon,ir-savaneh-sookhtegi,adjacent,osm
ir-qasembad,ir-javan,adjacent,osm
ir-qasembad,ir-shahrak-daneshgah-2,adjacent,osm
ir-qasembad,ir-razmandegan-2,adjacent,osm
ir-qasembad,ir-khamene-ei,adjacent,osm
ir-qasembad,ir-poshte-varzeshgah,adjacent,osm
ir-qasembad,ir-eyshabad,adjacent,osm
ir-bani-hashem,ir-w625018362,adjacent,osm
ir-bani-hashem,ir-ferdosi-square,adjacent,osm
ir-bani-hashem,ir-sadaf,adjacent,osm
ir-bani-hashem,ir-w625016808,adjacent,osm
ir-bani-hashem,ir-mosala-3,adjacent,osm
ir-bani-hashem,ir-w625023355,adjacent,osm
ir-w625014948,ir-w625018362,adjacent,osm
ir-w625014948,ir-ferdosi-square,adjacent,osm
ir-w625014948,ir-sadaf,adjacent,osm
ir-w625014948,ir-w625016808,adjacent,osm
ir-w625014948,ir-mosala-3,adjacent,osm
ir-w625014948,ir-w625023355,adjacent,osm
ir-chah-gheble,ir-amir-almomenin,adjacent,osm
ir-chah-gheble,ir-pole-navab,adjacent,osm
ir-chah-gheble,ir-sar-do-rah,adjacent,osm
ir-chah-gheble,ir-koochi-biok,adjacent,osm
ir-r8682153,ir-r8682154,adjacent,osm
ir-south-ferdosi-blv,ir-khate-kashmar,adjacent,osm
ir-south-ferdosi-blv,ir-edalat,adjacent,osm
ir-south-ferdosi-blv,ir-shaheed-jafari-street,adjacent,osm
ir-sadaf,ir-w625018362,adjacent,osm
ir-sadaf,ir-ferdosi-square,adjacent,osm
ir-w625016808,ir-w625018362,adjacent,osm
ir-w625016808,ir-ferdosi-square,adjacent,osm
ir-takhti,ir-khosh-pyke,adjacent,osm
ir-takhti,ir-jazireh,adjacent,osm
ir-takhti,ir-mala,adjacent,osm
ir-koye-sanaye,ir-shahrak-payam-2,adjacent,osm
ir-koye-sanaye,ir-shahrake-mahalati,adjacent,osm
ir-koye-sanaye,ir-mojahed-2,adjacent,osm
ir-koye-sanaye,ir-pardis-3,adjacent,osm
ir-khamene-ei,ir-daneshgah-oloom-pezeshki,adjacent,osm
ir-khamene-ei,ir-javan,adjacent,osm
ir-khamene-ei,ir-razmandegan-2,adjacent,osm
ir-khamene-ei,ir-poshte-varzeshgah,adjacent,osm
ir-khamene-ei,ir-eyshabad,adjacent,osm
ir-ferdosi-square,ir-w625046366,adjacent,osm
ir-ferdosi-square,ir-golapa,adjacent,osm
ir-ferdosi-square,ir-bualisina-tomb,adjacent,osm
ir-ferdosi-square,ir-w625044344,adjacent,osm
ir-ferdosi-square,ir-takhti-crossroad,adjacent,osm
ir-ferdosi-square,ir-w625020881,adjacent,osm
ir-ferdosi-square,ir-mosala-3,adjacent,osm
ir-ferdosi-square,ir-w625023355,adjacent,osm
ir-w625018362,ir-w625046366,adjacent,osm
ir-w625018362,ir-golapa,adjacent,osm
ir-w625018362,ir-bualisina-tomb,adjacent,osm
ir-w625018362,ir-w625044344,adjacent,osm
ir-w625018362,ir-takhti-crossroad,adjacent,osm
ir-w625018362,ir-w625020881,adjacent,osm
ir-w625018362,ir-mosala-3,adjacent,osm
ir-w625018362,ir-w625023355,adjacent,osm
ir-koochi-biok,ir-sar-do-rah,adjacent,osm
ir-koochi-biok,ir-khalfe-bagh,adjacent,osm
ir-koochi-biok,ir-iranshahr,adjacent,osm
ir-koochi-biok,ir-yazd-baf,adjacent,osm
ir-koochi-biok,ir-savaneh-sookhtegi,adjacent,osm
ir-koochi-biok,ir-r20193453,adjacent,osm
ir-takhti-crossroad,ir-bualisina-tomb,adjacent,osm
ir-takhti-crossroad,ir-w625044344,adjacent,osm
ir-takhti-crossroad,ir-mosala-3,adjacent,osm
ir-takhti-crossroad,ir-w625023355,adjacent,osm
ir-takhti-crossroad,ir-w625131938,adjacent,osm
ir-takhti-crossroad,ir-takhti-street,adjacent,osm
ir-w625020881,ir-bualisina-tomb,adjacent,osm
ir-w625020881,ir-w625044344,adjacent,osm
ir-w625020881,ir-mosala-3,adjacent,osm
ir-w625020881,ir-w625023355,adjacent,osm
ir-w625020881,ir-w625131938,adjacent,osm
ir-w625020881,ir-takhti-street,adjacent,osm
ir-moalem-3,ir-mala,adjacent,osm
ir-moalem-3,ir-gaz,adjacent,osm
ir-moalem-3,ir-sahel-ghou,adjacent,osm
ir-moalem-3,ir-kouye-azadegan,adjacent,osm
ir-moalem-3,ir-atebba,adjacent,osm
ir-shahrake-mahalati,ir-shahrak-payam-2,adjacent,osm
ir-shahrake-mahalati,ir-pardis-3,adjacent,osm
ir-amir-almomenin,ir-azar-yazdi,adjacent,osm
ir-amir-almomenin,ir-khoramshah,adjacent,osm
ir-amir-almomenin,ir-pole-navab,adjacent,osm
ir-amir-almomenin,ir-sar-do-rah,adjacent,osm
ir-mosala-3,ir-w625131938,adjacent,osm
ir-mosala-3,ir-takhti-street,adjacent,osm
ir-mosala-3,ir-shohada-street,adjacent,osm
ir-mosala-3,ir-w625131434,adjacent,osm
ir-mosala-3,ir-mofateh-square,adjacent,osm
ir-mosala-3,ir-w625025029,adjacent,osm
ir-mosala-3,ir-chaparkhaneh,adjacent,osm
ir-mosala-3,ir-w625027897,adjacent,osm
ir-w625023355,ir-w625131938,adjacent,osm
ir-w625023355,ir-takhti-street,adjacent,osm
ir-w625023355,ir-shohada-street,adjacent,osm
ir-w625023355,ir-w625131434,adjacent,osm
ir-w625023355,ir-mofateh-square,adjacent,osm
ir-w625023355,ir-w625025029,adjacent,osm
ir-w625023355,ir-chaparkhaneh,adjacent,osm
ir-w625023355,ir-w625027897,adjacent,osm
ir-sar-do-rah,ir-hana,adjacent,osm
ir-sar-do-rah,ir-pole-navab,adjacent,osm
ir-sar-do-rah,ir-khalfe-bagh,adjacent,osm
ir-sar-do-rah,ir-iranshahr,adjacent,osm
ir-mofateh-square,ir-shohada-street,adjacent,osm
ir-mofateh-square,ir-w625131434,adjacent,osm
ir-mofateh-square,ir-chaparkhaneh,adjacent,osm
ir-mofateh-square,ir-w625027897,adjacent,osm
ir-mofateh-square,ir-w625031554,adjacent,osm
ir-mofateh-square,ir-hegmataneh,adjacent,osm
ir-mofateh-square,ir-hegmataneh-blv,adjacent,osm
ir-mofateh-square,ir-w625135181,adjacent,osm
ir-w625025029,ir-shohada-street,adjacent,osm
ir-w625025029,ir-w625131434,adjacent,osm
ir-w625025029,ir-chaparkhaneh,adjacent,osm
ir-w625025029,ir-w625027897,adjacent,osm
ir-w625025029,ir-w625031554,adjacent,osm
ir-w625025029,ir-hegmataneh,adjacent,osm
ir-w625025029,ir-hegmataneh-blv,adjacent,osm
ir-w625025029,ir-w625135181,adjacent,osm
ir-mala,ir-khosh-pyke,adjacent,osm
ir-mala,ir-jazireh,adjacent,osm
ir-mala,ir-saman-sar,adjacent,osm
ir-mala,ir-gaz,adjacent,osm
ir-shahrak-daneshgah-2,ir-javan,adjacent,osm
ir-shahrak-e-payiinkooh,ir-kooy-e-qaem,adjacent,osm
ir-shahrak-e-payiinkooh,ir-jadde-shahrak,adjacent,osm
ir-ghaem,ir-east-beyhagh,adjacent,osm
ir-adl,ir-naderi,adjacent,osm
ir-adl,ir-booali,adjacent,osm
ir-adl,ir-ferdosi,adjacent,osm
ir-adl,ir-khayam-north,adjacent,osm
ir-adl,ir-miremad,adjacent,osm
ir-adl,ir-heydari,adjacent,osm
ir-koye-besharat,ir-koye-sadeghiye,adjacent,osm
ir-koye-besharat,ir-koye-bahonar,adjacent,osm
ir-koye-besharat,ir-koye-rah-karbala,adjacent,osm
ir-koye-besharat,ir-nabovat,adjacent,osm
ir-azar-yazdi,ir-abshahi,adjacent,osm
ir-azar-yazdi,ir-eyshabad,adjacent,osm
ir-azar-yazdi,ir-khoramshah,adjacent,osm
ir-azar-yazdi,ir-pole-navab,adjacent,osm
ir-kouye-azadegan,ir-gaz,adjacent,osm
ir-kouye-azadegan,ir-pump-bad,adjacent,osm
ir-kouye-azadegan,ir-kouye-zarafshan,adjacent,osm
ir-kouye-azadegan,ir-atebba,adjacent,osm
ir-chaparkhaneh,ir-arak-street,adjacent,osm
ir-chaparkhaneh,ir-hegmataneh-blv,adjacent,osm
ir-chaparkhaneh,ir-w625135181,adjacent,osm
ir-chaparkhaneh,ir-jolan,adjacent,osm
ir-chaparkhaneh,ir-w625029983,adjacent,osm
ir-chaparkhaneh,ir-khezrian-street,adjacent,osm
ir-chaparkhaneh,ir-car-center,adjacent,osm
ir-w625027897,ir-arak-street,adjacent,osm
ir-w625027897,ir-hegmataneh-blv,adjacent,osm
ir-w625027897,ir-w625135181,adjacent,osm
ir-w625027897,ir-jolan,adjacent,osm
ir-w625027897,ir-w625029983,adjacent,osm
ir-w625027897,ir-khezrian-street,adjacent,osm
ir-w625027897,ir-car-center,adjacent,osm
ir-eyshabad,ir-razmandegan-2,adjacent,osm
ir-eyshabad,ir-poshte-varzeshgah,adjacent,osm
ir-eyshabad,ir-kheyrabad-2,adjacent,osm
ir-javan,ir-r8687942,adjacent,osm
ir-javan,ir-daneshgah-oloom-pezeshki,adjacent,osm
ir-jolan,ir-hegmataneh-blv,adjacent,osm
ir-jolan,ir-w625135181,adjacent,osm
ir-jolan,ir-car-center,adjacent,osm
ir-w625029983,ir-hegmataneh-blv,adjacent,osm
ir-w625029983,ir-w625135181,adjacent,osm
ir-w625029983,ir-car-center,adjacent,osm
ir-qazaq-mahaleh,ir-bu-ali,adjacent,osm
ir-qazaq-mahaleh,ir-molaghati,adjacent,osm
ir-qazaq-mahaleh,ir-seyyedein,adjacent,osm
ir-jadde-shahrak,ir-kooche-meshki,adjacent,osm
ir-jadde-shahrak,ir-kooy-e-qaem,adjacent,osm
ir-hegmataneh,ir-shohada-street,adjacent,osm
ir-hegmataneh,ir-w625131434,adjacent,osm
ir-hegmataneh,ir-w625129379,adjacent,osm
ir-hegmataneh,ir-ekbatan-street,adjacent,osm
ir-hegmataneh,ir-w625035928,adjacent,osm
ir-hegmataneh,ir-emamzadeh-abdolah,adjacent,osm
ir-hegmataneh,ir-hegmataneh-blv,adjacent,osm
ir-hegmataneh,ir-w625135181,adjacent,osm
ir-hegmataneh,ir-w625034685,adjacent,osm
ir-hegmataneh,ir-babataher,adjacent,osm
ir-w625031554,ir-shohada-street,adjacent,osm
ir-w625031554,ir-w625131434,adjacent,osm
ir-w625031554,ir-w625129379,adjacent,osm
ir-w625031554,ir-ekbatan-street,adjacent,osm
ir-w625031554,ir-w625035928,adjacent,osm
ir-w625031554,ir-emamzadeh-abdolah,adjacent,osm
ir-w625031554,ir-hegmataneh-blv,adjacent,osm
ir-w625031554,ir-w625135181,adjacent,osm
ir-w625031554,ir-w625034685,adjacent,osm
ir-w625031554,ir-babataher,adjacent,osm
ir-pole-navab,ir-khoramshah,adjacent,osm
ir-pole-navab,ir-azmayeshgah-markazi,adjacent,osm
ir-pole-navab,ir-hana,adjacent,osm
ir-pole-navab,ir-khalfe-bagh,adjacent,osm
ir-babataher,ir-w625035928,adjacent,osm
ir-babataher,ir-emamzadeh-abdolah,adjacent,osm
ir-babataher,ir-hegmataneh-blv,adjacent,osm
ir-babataher,ir-w625135181,adjacent,osm
ir-w625034685,ir-w625035928,adjacent,osm
ir-w625034685,ir-emamzadeh-abdolah,adjacent,osm
ir-w625034685,ir-hegmataneh-blv,adjacent,osm
ir-w625034685,ir-w625135181,adjacent,osm
ir-r20197190,ir-mo-alem,adjacent,osm
ir-r20197190,ir-shariati-3,adjacent,osm
ir-r20197190,ir-varzash,adjacent,osm
ir-r20197190,ir-chahar-rahe-emam,adjacent,osm
ir-emamzadeh-abdolah,ir-w625127717,adjacent,osm
ir-emamzadeh-abdolah,ir-ghaleh-therm,adjacent,osm
ir-emamzadeh-abdolah,ir-w625128847,adjacent,osm
ir-emamzadeh-abdolah,ir-babataher-street,adjacent,osm
ir-emamzadeh-abdolah,ir-w625129379,adjacent,osm
ir-emamzadeh-abdolah,ir-ekbatan-street,adjacent,osm
ir-emamzadeh-abdolah,ir-chaman-chopan,adjacent,osm
ir-emamzadeh-abdolah,ir-w625038925,adjacent,osm
ir-w625035928,ir-w625127717,adjacent,osm
ir-w625035928,ir-ghaleh-therm,adjacent,osm
ir-w625035928,ir-w625128847,adjacent,osm
ir-w625035928,ir-babataher-street,adjacent,osm
ir-w625035928,ir-w625129379,adjacent,osm
ir-w625035928,ir-ekbatan-street,adjacent,osm
ir-w625035928,ir-chaman-chopan,adjacent,osm
ir-w625035928,ir-w625038925,adjacent,osm
ir-chaman-chopan,ir-w625042931,adjacent,osm
ir-chaman-chopan,ir-shariati-crossroad,adjacent,osm
ir-chaman-chopan,ir-w625040529,adjacent,osm
ir-chaman-chopan,ir-pasdaran,adjacent,osm
ir-chaman-chopan,ir-w625127717,adjacent,osm
ir-chaman-chopan,ir-ghaleh-therm,adjacent,osm
ir-w625038925,ir-w625042931,adjacent,osm
ir-w625038925,ir-shariati-crossroad,adjacent,osm
ir-w625038925,ir-w625040529,adjacent,osm
ir-w625038925,ir-pasdaran,adjacent,osm
ir-w625038925,ir-w625127717,adjacent,osm
ir-w625038925,ir-ghaleh-therm,adjacent,osm
ir-razavi-town,ir-rahmat-abad-2,adjacent,osm
ir-razavi-town,ir-karim-abad,adjacent,osm
ir-pasdaran,ir-w625042931,adjacent,osm
ir-pasdaran,ir-shariati-crossroad,adjacent,osm
ir-pasdaran,ir-w625127717,adjacent,osm
ir-pasdaran,ir-ghaleh-therm,adjacent,osm
ir-w625040529,ir-w625042931,adjacent,osm
ir-w625040529,ir-shariati-crossroad,adjacent,osm
ir-w625040529,ir-w625127717,adjacent,osm
ir-w625040529,ir-ghaleh-therm,adjacent,osm
ir-shahidan-ashraf,ir-golestan,adjacent,osm
ir-shahidan-ashraf,ir-javad-al-aemeh,adjacent,osm
ir-shahidan-ashraf,ir-edalat-2,adjacent,osm
ir-shahidan-ashraf,ir-r8687942,adjacent,osm
ir-shahidan-ashraf,ir-safaeiye,adjacent,osm
ir-dash-kasan,ir-janbazan-2,adjacent,osm
ir-dash-kasan,ir-sabalan-faze-2,adjacent,osm
ir-dash-kasan,ir-vali,adjacent,osm
ir-dash-kasan,ir-ghods,adjacent,osm
ir-dash-kasan,ir-mo-alem,adjacent,osm
ir-shariati-crossroad,ir-pastor,adjacent,osm
ir-shariati-crossroad,ir-w625124636,adjacent,osm
ir-shariati-crossroad,ir-w625125434,adjacent,osm
ir-shariati-crossroad,ir-khajeh-rashid,adjacent,osm
ir-shariati-crossroad,ir-shariati-street,adjacent,osm
ir-shariati-crossroad,ir-w625126705,adjacent,osm
ir-shariati-crossroad,ir-w625127717,adjacent,osm
ir-shariati-crossroad,ir-ghaleh-therm,adjacent,osm
ir-w625042931,ir-pastor,adjacent,osm
ir-w625042931,ir-w625124636,adjacent,osm
ir-w625042931,ir-w625125434,adjacent,osm
ir-w625042931,ir-khajeh-rashid,adjacent,osm
ir-w625042931,ir-shariati-street,adjacent,osm
ir-w625042931,ir-w625126705,adjacent,osm
ir-w625042931,ir-w625127717,adjacent,osm
ir-w625042931,ir-ghaleh-therm,adjacent,osm
ir-chahar-rah-farhang,ir-shohada-2,adjacent,osm
ir-chahar-rah-farhang,ir-motahari-3,adjacent,osm
ir-chahar-rah-farhang,ir-r14723384,adjacent,osm
ir-chahar-rah-farhang,ir-shirkhargah,adjacent,osm
ir-meraj,ir-allame-majlesi,adjacent,osm
ir-meraj,ir-mojassameh,adjacent,osm
ir-meraj,ir-bagher-al-olum,adjacent,osm
ir-shahrak-daneshgah,ir-mojahed-2,adjacent,osm
ir-shahrak-daneshgah,ir-baharestan-7,adjacent,osm
ir-shahrak-daneshgah,ir-pardis-3,adjacent,osm
ir-shahrak-daneshgah,ir-farhang-shahr-2,adjacent,osm
ir-shahrak-daneshgah,ir-shahrak-razmandegan,adjacent,osm
ir-bualisina-tomb,ir-sizdah-khaneh,adjacent,osm
ir-bualisina-tomb,ir-w625119112,adjacent,osm
ir-bualisina-tomb,ir-pich-zendan,adjacent,osm
ir-bualisina-tomb,ir-w625121226,adjacent,osm
ir-bualisina-tomb,ir-w625046366,adjacent,osm
ir-bualisina-tomb,ir-golapa,adjacent,osm
ir-bualisina-tomb,ir-pastor,adjacent,osm
ir-bualisina-tomb,ir-w625124636,adjacent,osm
ir-bualisina-tomb,ir-w625125434,adjacent,osm
ir-bualisina-tomb,ir-khajeh-rashid,adjacent,osm
ir-bualisina-tomb,ir-w625132585,adjacent,osm
ir-bualisina-tomb,ir-w625131938,adjacent,osm
ir-bualisina-tomb,ir-takhti-street,adjacent,osm
ir-bualisina-tomb,ir-shariati-street,adjacent,osm
ir-bualisina-tomb,ir-w625126705,adjacent,osm
ir-w625044344,ir-sizdah-khaneh,adjacent,osm
ir-w625044344,ir-w625119112,adjacent,osm
ir-w625044344,ir-pich-zendan,adjacent,osm
ir-w625044344,ir-w625121226,adjacent,osm
ir-w625044344,ir-w625046366,adjacent,osm
ir-w625044344,ir-golapa,adjacent,osm
ir-w625044344,ir-pastor,adjacent,osm
ir-w625044344,ir-w625124636,adjacent,osm
ir-w625044344,ir-w625125434,adjacent,osm
ir-w625044344,ir-khajeh-rashid,adjacent,osm
ir-w625044344,ir-w625132585,adjacent,osm
ir-w625044344,ir-w625131938,adjacent,osm
ir-w625044344,ir-takhti-street,adjacent,osm
ir-w625044344,ir-shariati-street,adjacent,osm
ir-w625044344,ir-w625126705,adjacent,osm
ir-padegan,ir-shahrdari-intersection,adjacent,osm
ir-padegan,ir-hokm-abad,adjacent,osm
ir-padegan,ir-khayam,adjacent,osm
ir-padegan,ir-tohid-2,adjacent,osm
ir-padegan,ir-khayam-north,adjacent,osm
ir-padegan,ir-r20194327,adjacent,osm
ir-golapa,ir-sizdah-khaneh,adjacent,osm
ir-golapa,ir-w625119112,adjacent,osm
ir-w625046366,ir-sizdah-khaneh,adjacent,osm
ir-w625046366,ir-w625119112,adjacent,osm
ir-ferdosi,ir-azadi-square,adjacent,osm
ir-ferdosi,ir-booali,adjacent,osm
ir-ferdosi,ir-shahrdari-intersection,adjacent,osm
ir-ferdosi,ir-khayam-south,adjacent,osm
ir-ferdosi,ir-khayam,adjacent,osm
ir-ferdosi,ir-khayam-north,adjacent,osm
ir-bag-rezvan,ir-koshtargah-2,adjacent,osm
ir-bag-rezvan,ir-mojassameh,adjacent,osm
ir-bag-rezvan,ir-eslam-abad-5,adjacent,osm
ir-nabovat,ir-resalat-3,adjacent,osm
ir-nabovat,ir-koye-sadeghiye,adjacent,osm
ir-nabovat,ir-koye-rah-karbala,adjacent,osm
ir-nabovat,ir-bist-metri-shohada,adjacent,osm
ir-nabovat,ir-koye-polis,adjacent,osm
ir-nabovat,ir-koye-besat,adjacent,osm
ir-nabovat,ir-sepidar,adjacent,osm
ir-badeki,ir-eslam-abad-5,adjacent,osm
ir-booali,ir-azadi-square,adjacent,osm
ir-booali,ir-naderi,adjacent,osm
ir-booali,ir-khayam-south,adjacent,osm
ir-booali,ir-miremad,adjacent,osm
ir-faz-1-koy-artesh,ir-motahari-3,adjacent,osm
ir-faz-1-koy-artesh,ir-naser-khosro-2,adjacent,osm
ir-faz-1-koy-artesh,ir-faz-2-koy-artesh,adjacent,osm
ir-eslam-abad-5,ir-ostad-shahriar,adjacent,osm
ir-eslam-abad-5,ir-shekarchi,adjacent,osm
ir-eslam-abad-5,ir-koshtargah-2,adjacent,osm
ir-alvaj,ir-ostad-shahriar,adjacent,osm
ir-alvaj,ir-r15740141,adjacent,osm
ir-ostad-shahriar,ir-shekarchi,adjacent,osm
ir-ostad-shahriar,ir-koshtargah-2,adjacent,osm
ir-rahmatabad-bala,ir-seda-va-sima,adjacent,osm
ir-rahmatabad-bala,ir-rahmatabad-paeen,adjacent,osm
ir-rahmatabad-bala,ir-pasdaran-4,adjacent,osm
ir-rahmatabad-bala,ir-najaf-abad-2,adjacent,osm
ir-rasooli,ir-sarab-e-kushk,adjacent,osm
ir-moeenzadeh,ir-shahrak-ekbatan,adjacent,osm
ir-moeenzadeh,ir-r8687537,adjacent,osm
ir-moeenzadeh,ir-shahrak-elahiye,adjacent,osm
ir-moeenzadeh,ir-mojahed-2,adjacent,osm
ir-moeenzadeh,ir-baharestan-7,adjacent,osm
ir-koshtargah-2,ir-shekarchi,adjacent,osm
ir-koshtargah-2,ir-poorrashid,adjacent,osm
ir-koshtargah-2,ir-mojassameh,adjacent,osm
ir-shekarchi,ir-poorrashid,adjacent,osm
ir-east-beyhagh,ir-west-beyhagh,adjacent,osm
ir-naderi,ir-azadi-square,adjacent,osm
ir-naderi,ir-saadi,adjacent,osm
ir-naderi,ir-taleghani-4,adjacent,osm
ir-naderi,ir-miremad,adjacent,osm
ir-cheragh-bargh-2,ir-be-sat,adjacent,osm
ir-cheragh-bargh-2,ir-shahrake-be-sat,adjacent,osm
ir-cheragh-bargh-2,ir-ali-abad,adjacent,osm
ir-cheragh-bargh-2,ir-ebrahim-abad-2,adjacent,osm
ir-cheragh-bargh-2,ir-yaghoobieh,adjacent,osm
ir-cheragh-bargh-2,ir-bahar-abad,adjacent,osm
ir-cheragh-bargh-2,ir-pir-madar,adjacent,osm
ir-baharestan-7,ir-shahrak-elahiye,adjacent,osm
ir-baharestan-7,ir-mojahed-2,adjacent,osm
ir-baharestan-7,ir-gate-boostan,adjacent,osm
ir-baharestan-7,ir-golestan-6,adjacent,osm
ir-baharestan-7,ir-r21403067,adjacent,osm
ir-baharestan-7,ir-farhang-shahr-2,adjacent,osm
ir-kouye-zarafshan,ir-pump-bad,adjacent,osm
ir-kouye-zarafshan,ir-azarbayjan,adjacent,osm
ir-kouye-zarafshan,ir-atebba,adjacent,osm
ir-elahiyeh,ir-farhanghian,adjacent,osm
ir-elahiyeh,ir-ettehad,adjacent,osm
ir-elahiyeh,ir-maskan-mehr-3,adjacent,osm
ir-2000vahedi,ir-254dastgah,adjacent,osm
ir-zarandeh,ir-deh-hallaj,adjacent,osm
ir-zarandeh,ir-feyz-abad,adjacent,osm
ir-feyz-abad,ir-deh-hallaj,adjacent,osm
ir-pump-bad,ir-saman-sar,adjacent,osm
ir-pump-bad,ir-emam-zadeh,adjacent,osm
ir-pump-bad,ir-gaz,adjacent,osm
ir-pump-bad,ir-azarbayjan,adjacent,osm
ir-saman-sar,ir-jazireh,adjacent,osm
ir-saman-sar,ir-emam-zadeh,adjacent,osm
ir-saman-sar,ir-gaz,adjacent,osm
ir-enteghal-e-khoon,ir-r8682759,adjacent,osm
ir-enteghal-e-khoon,ir-najaf-abad-2,adjacent,osm
ir-enteghal-e-khoon,ir-safaeiye,adjacent,osm
ir-enteghal-e-khoon,ir-15-khordad,adjacent,osm
ir-enteghal-e-khoon,ir-mive-tare-bar-ghadim,adjacent,osm
ir-najaf-abad-2,ir-rahmatabad-paeen,adjacent,osm
ir-najaf-abad-2,ir-r8682759,adjacent,osm
ir-najaf-abad-2,ir-pasdaran-4,adjacent,osm
ir-najaf-abad-2,ir-mive-tare-bar-ghadim,adjacent,osm
ir-nobakht,ir-kuye-azadi,adjacent,osm
ir-nobakht,ir-golha-2,adjacent,osm
ir-nobakht,ir-motahhari-jonubi,adjacent,osm
ir-nobakht,ir-molaghati,adjacent,osm
ir-nobakht,ir-motahhari-shomali,adjacent,osm
ir-nobakht,ir-seyyedein,adjacent,osm
ir-golha-2,ir-kuye-alimohammadi,adjacent,osm
ir-golha-2,ir-kuye-azadi,adjacent,osm
ir-golha-2,ir-motahhari-jonubi,adjacent,osm
ir-golha-2,ir-molaghati,adjacent,osm
ir-rahmatabad-paeen,ir-seda-va-sima,adjacent,osm
ir-rahmatabad-paeen,ir-r8682759,adjacent,osm
ir-rahmatabad-paeen,ir-pasdaran-4,adjacent,osm
ir-resalat-3,ir-koye-sadeghiye,adjacent,osm
ir-resalat-3,ir-254dastgah,adjacent,osm
ir-resalat-3,ir-koye-besat,adjacent,osm
ir-resalat-3,ir-sepidar,adjacent,osm
ir-korramshahr,ir-valiasr-2,adjacent,osm
ir-korramshahr,ir-dokhanyat,adjacent,osm
ir-korramshahr,ir-ghasemiyeh,adjacent,osm
ir-korramshahr,ir-mazaheri,adjacent,osm
ir-korramshahr,ir-allame-majlesi,adjacent,osm
ir-korramshahr,ir-mojassameh,adjacent,osm
