code,name,name_en,kind,parent,in_path,latitude,longitude,source
ir-w476942669,کمربندی فاز ۲,,street,ir-mehestan,True,35.965928,50.716019,osm:w476942669
ir-w477330973,خدامرادی,,street,ir-chahar-dangeh,True,35.624713,51.307133,osm:w477330973
ir-w477472716,زیرگذر امام علی,,street,ir-zahedan,True,29.489194,60.86362,osm:w477472716
ir-w477472724,به سمت زیر گذر,,street,ir-zahedan,True,29.490354,60.862997,osm:w477472724
ir-w477788351,لادن,,street,ir-nasimshahr,True,35.566745,51.148245,osm:w477788351
ir-w477873665,شهدای کاظمی پور,,street,ir-shahr-e-kord,True,32.344381,50.827744,osm:w477873665
ir-sayad-shirazi-square,شهيد صیاد شیرازی,Sayad Shirazi Square,street,ir-quchan,True,37.118455,58.519034,osm:w47824787
ir-w47824790,سرباز,,street,ir-quchan,True,37.117782,58.519221,osm:w47824790
ir-felestin-square-2,فلسطین,Felestin Square,street,ir-quchan,True,37.115823,58.51762,osm:w47824793
ir-w478273433,پارس ۱,,street,ir-r6558865,True,26.535211,54.029827,osm:w478273433
ir-w478292089,کنارگذر بهارستان,,street,ir-zahedan,True,29.473468,60.859832,osm:w478292089
ir-w478369065,دلیران,,street,ir-r6558865,True,26.549184,53.997108,osm:w478369065
ir-w478463475,اقاقیا,,street,ir-zahedan,True,29.464197,60.85357,osm:w478463475
ir-1-12,شهید شوری زاده 1,,street,ir-zahedan,True,29.473571,60.829569,osm:w478824684
ir-w478936401,چمران,,street,ir-qaen,True,33.731311,59.175771,osm:w478936401
ir-w478936407,شهید صدوقی,,street,ir-qaen,True,33.723614,59.178584,osm:w478936407
ir-moalem-9,معلم,Moalem,street,ir-lavasan,True,35.820656,51.634164,osm:w479107666
ir-w479257495,شهید پور احمدیان,,street,ir-shahr-e-babak,True,30.13699,55.109946,osm:w479257495
ir-w479257497,نه دی,,street,ir-shahr-e-babak,True,30.139228,55.10863,osm:w479257497
ir-w479257572,صنعت,,street,ir-shahr-e-babak,True,30.135175,55.125283,osm:w479257572
ir-w479257575,آهنگر,,street,ir-shahr-e-babak,True,30.137423,55.122241,osm:w479257575
ir-w479257669,بوستان,,street,ir-shahr-e-babak,True,30.096537,55.135178,osm:w479257669
ir-w479257687,شریک آباد,,street,ir-shahr-e-babak,True,30.093661,55.133856,osm:w479257687
ir-w479257737,شهدای گمنام,,street,ir-shahr-e-babak,True,30.123249,55.109008,osm:w479257737
ir-w479257742,شهید قایینی,,street,ir-shahr-e-babak,True,30.115592,55.127622,osm:w479257742
ir-w479257757,شورا,,street,ir-shahr-e-babak,True,30.106783,55.128138,osm:w479257757
ir-w479257777,شهید صیاد شیرازی,,street,ir-shahr-e-babak,True,30.099909,55.118572,osm:w479257777
ir-w479257792,"خیابان۱۷شهریور۲۰,غزل",,street,ir-shahr-e-babak,True,30.109281,55.111804,osm:w479257792
ir-w479257798,امام رضا,,street,ir-shahr-e-babak,True,30.114978,55.10331,osm:w479257798
ir-w479257803,قدیم هرات,,street,ir-shahr-e-babak,True,30.121714,55.101157,osm:w479257803
ir-w479257804,امام حسن,,street,ir-shahr-e-babak,True,30.122206,55.096564,osm:w479257804
ir-w479257884,شهید احمد پور,,street,ir-shahr-e-babak,True,30.118467,55.137589,osm:w479257884
ir-w479257893,سادات,,street,ir-shahr-e-babak,True,30.12124,55.104485,osm:w479257893
ir-w479257897,مصلی,,street,ir-shahr-e-babak,True,30.122807,55.108315,osm:w479257897
ir-w479257905,گلها,,street,ir-shahr-e-babak,True,30.129924,55.102296,osm:w479257905
ir-w479674550,شهدا,,street,ir-r6816109,True,32.225086,50.842785,osm:w479674550
ir-w479886640,بابانیا بازگیر,,street,ir-r8212055,True,36.561966,52.690339,osm:w479886640
ir-w480050051,فرهنگ,,street,ir-bukan,True,36.533472,46.184912,osm:w480050051
ir-talaeieh-street,طلائیه,Talaeieh Street,street,ir-pardis-4,True,35.737072,51.83098,osm:w480091081
ir-w480091091,خرمشهر,,street,ir-pardis-4,True,35.741746,51.835074,osm:w480091091
ir-w480091109,هویزه,,street,ir-pardis-4,True,35.738894,51.833172,osm:w480091109
ir-w480091113,شاهد,,street,ir-pardis-4,True,35.738172,51.834371,osm:w480091113
ir-w480091114,شهدا,,street,ir-pardis-4,True,35.735723,51.834859,osm:w480091114
ir-chamran-bvld,چمران,Chamran Bvld,street,ir-pardis-4,True,35.742938,51.855511,osm:w480091125
ir-w480091130,شهدای گلدره,,street,ir-pardis-4,True,35.743899,51.846927,osm:w480091130
ir-w480091131,شهید سلگی,,street,ir-pardis-4,True,35.745241,51.849143,osm:w480091131
ir-w480091132,شهید حجازی,,street,ir-pardis-4,True,35.742941,51.85131,osm:w480091132
ir-w480091133,سجادیان,,street,ir-pardis-4,True,35.740844,51.854254,osm:w480091133
ir-w480091136,علوم شناختی,,street,ir-pardis-4,True,35.737797,51.853501,osm:w480091136
ir-w480091159,سردار شهید حسین محمدی(طوبی),,street,ir-pardis-4,True,35.738887,51.848117,osm:w480091159
ir-w480091161,سپاه(بصیرت),,street,ir-pardis-4,True,35.740213,51.846759,osm:w480091161
ir-w480091168,فردوس۱۲,,street,ir-pardis-4,True,35.734061,51.843376,osm:w480091168
ir-w480091172,اندیشه,,street,ir-pardis-4,True,35.735376,51.836166,osm:w480091172
ir-w480091176,جانبازان شمالی,,street,ir-pardis-4,True,35.744067,51.839986,osm:w480091176
ir-palestine-square-5,فلسطین,Palestine Square,street,ir-pardis-4,True,35.743865,51.839771,osm:w480091180
ir-w480091186,امام رضا,,street,ir-bumehen,True,35.743465,51.864014,osm:w480091186
ir-w480091187,امام رضا(ع),,street,ir-pardis-4,True,35.737669,51.852603,osm:w480091187
ir-w480091195,صارمی,,street,ir-bumehen,True,35.734233,51.852355,osm:w480091195
ir-w480091248,شهید حججی,,street,ir-bumehen,True,35.736202,51.861162,osm:w480091248
ir-w480091250,سردار سلیمانی,,street,ir-bumehen,True,35.737831,51.859659,osm:w480091250
ir-w480478970,مرجان ۳,,street,ir-r6558865,True,26.524939,54.038031,osm:w480478970
ir-w480482608,مرجان ۱,,street,ir-r6558865,True,26.525975,54.037444,osm:w480482608
ir-w480710691,فاز نه شمالی,,neighbourhood,ir-pardis-4,True,35.756161,51.765507,osm:w480710691
ir-w480710731,فاز ۸ پردیس,,neighbourhood,ir-pardis-4,True,35.724936,51.759051,osm:w480710731
ir-w480710748,۱۸ متری قائم,,street,ir-pardis-4,True,35.738687,51.782692,osm:w480710748
ir-w480710771,اصلی,,street,ir-pardis-4,True,35.742324,51.774697,osm:w480710771
ir-salam-tunnel,تونل سلام,Salam Tunnel,street,ir-pardis-4,True,35.759409,51.753456,osm:w480710774
ir-w480710776,نیستان,,street,ir-pardis-4,True,35.745027,51.794148,osm:w480710776
ir-ara,آرا,ARA,street,ir-pardis-4,True,35.753563,51.756476,osm:w480710777
ir-w480710783,شهید فخری زاده,,street,ir-pardis-4,True,35.765995,51.765138,osm:w480710783
ir-ghanbari-bridge,قنبری,Ghanbari Bridge,street,ir-pardis-4,True,35.752418,51.760026,osm:w480710821
ir-sayyad-shirazi-boulevard,بولوار صیاد شیرازی,Sayyad Shirazi Boulevard,street,ir-dargaz,True,37.449063,59.099565,osm:w48090923
ir-emam-khomeini-boulevard,امام خمینی,Emam Khomeini Boulevard,street,ir-dargaz,True,37.445069,59.11072,osm:w48091862
ir-w480919633,فردوسی,,street,ir-shahrud,True,36.430683,54.96901,osm:w480919633
ir-w480919635,مهندس صادقیان,,street,ir-shahrud,True,36.435459,54.973076,osm:w480919635
ir-w480919636,ورزش,,street,ir-shahrud,True,36.433888,54.969592,osm:w480919636
ir-w480927893,ام البنین,,street,ir-kashan,True,33.996632,51.430356,osm:w480927893
ir-w48093702,درگز - کلات,,street,ir-dargaz,True,37.4375,59.100233,osm:w48093702
ir-jahad-square-3,جهاد,Jahad Square,street,ir-dargaz,True,37.43827,59.101357,osm:w48093705
ir-w481005798,آفتاب,,street,ir-shahrud,True,36.415782,54.979514,osm:w481005798
ir-w481008148,کرامت,,street,ir-kashan,True,33.967915,51.473382,osm:w481008148
ir-w481194071,آب,,street,ir-district-15-2,True,32.637269,51.762858,osm:w481194071
ir-w48123992,ولیعصر,,street,ir-shandiz-city,True,36.394903,59.293717,osm:w48123992
ir-w48123994,شهدا,,street,ir-shandiz-city,True,36.395936,59.309062,osm:w48123994
ir-w48123996,امام رضا,,street,ir-shandiz-city,True,36.409943,59.345975,osm:w48123996
ir-w48124945,سپهبد شهید قاسم سلیمانی,,street,ir-quchan,True,37.094454,58.505809,osm:w48124945
ir-w48124947,امام رضا,,street,ir-quchan,True,37.082122,58.523788,osm:w48124947
ir-w481995975,ششم بهمن,,street,ir-r12950613,True,38.396842,47.688684,osm:w481995975
ir-w482068430,سرخ پر,,street,ir-r8212055,True,36.559008,52.697904,osm:w482068430
ir-w482068431,نجاریان,,street,ir-r8212055,True,36.55992,52.692097,osm:w482068431
ir-w48230678,سرحد,,street,ir-zahedan,True,29.448323,60.846683,osm:w48230678
ir-w48230686,کنارگذر شهید کلانتری,,street,ir-zahedan,True,29.423651,60.835686,osm:w48230686
ir-w48231058,دکتر حسابی,,street,ir-zahedan,True,29.453905,60.849485,osm:w48231058
ir-w482492952,حاج ابوبکر آقا,,street,ir-bukan,True,36.522347,46.220877,osm:w482492952
ir-w482498053,شوانه-تریفه ۴,,street,ir-bukan,True,36.52083,46.225851,osm:w482498053
ir-2-19,هەوراز 2,,street,ir-bukan,True,36.517223,46.224307,osm:w482498056
ir-w482525588,رزمندگان,,street,ir-shahr-e-kord,True,32.354249,50.867445,osm:w482525588
ir-w482540590,روحانی,,street,ir-r8212055,True,36.55161,52.683074,osm:w482540590
ir-w482540591,سرداران ۹,,street,ir-r8212055,True,36.540519,52.682686,osm:w482540591
ir-w482567303,شهید سلیمانی,,street,ir-sirjan,True,29.446497,55.640701,osm:w482567303
ir-w482781395,قاضی دزفولی,,street,ir-dezful,True,32.394464,48.397698,osm:w482781395
ir-arvand-st,اروند,Arvand St.,street,ir-ahwaz,True,31.365491,48.68154,osm:w482853030
ir-w482887811,شهیدبهشتی دلیجه,,street,ir-r8768515,True,37.011074,54.433224,osm:w482887811
ir-w48290122,شهید حاج قاسم سلیمانی,,street,ir-baghein,True,30.184769,56.820158,osm:w48290122
ir-w483069876,چهارم کمیل,,street,ir-shahrud,True,36.405776,54.968558,osm:w483069876
ir-w483069909,هشتم,,street,ir-shahrud,True,36.407069,54.965355,osm:w483069909
ir-w483072872,کارآفرینی,,street,ir-shahrud,True,36.414388,54.956136,osm:w483072872
ir-w483083441,جمال الدین اسد آبادی,,street,ir-shahrud,True,36.41003,54.943948,osm:w483083441
ir-w483083477,شهدای لبنان,,street,ir-shahrud,True,36.407054,54.957287,osm:w483083477
ir-w483207736,مسجد جامع,,street,ir-shahrud,True,36.426974,54.960054,osm:w483207736
ir-w483207787,رزمندگان,,street,ir-shahrud,True,36.434952,54.971798,osm:w483207787
ir-w483208245,ولایت,,street,ir-r13886413,True,34.792648,50.420821,osm:w483208245
ir-w483288730,۹ دی,,street,ir-shahrud,True,36.416273,54.997733,osm:w483288730
ir-w483421386,امام علی,,street,ir-shahrud,True,36.430715,55.002215,osm:w483421386
ir-w483423219,۳۶ متری بهاران,,street,ir-shahrud,True,36.42853,54.998086,osm:w483423219
ir-w483424188,شهدای بسیج,,street,ir-shahrud,True,36.432548,54.998514,osm:w483424188
ir-w483424192,شهید مقصودی,,street,ir-shahrud,True,36.432972,54.999805,osm:w483424192
ir-w483424193,شهید رضایی,,street,ir-shahrud,True,36.433724,54.997911,osm:w483424193
ir-w483426522,کنارگذر امام رضا,,street,ir-shahrud,True,36.438236,54.982627,osm:w483426522
ir-w483428075,جانبازان,,street,ir-shahrud,True,36.430754,54.983156,osm:w483428075
ir-w483428919,گلها,,street,ir-shahrud,True,36.441009,54.978159,osm:w483428919
ir-w483432821,مولوی,,street,ir-shahr-e-kord,True,32.327487,50.85506,osm:w483432821
ir-boali,بوعلی,Boali,street,ir-shahrud,True,36.397317,54.93328,osm:w483436072
ir-w483548380,شهید سلیمانی,,street,ir-r8973981,True,32.017087,50.880043,osm:w483548380
ir-west-emam-khomeini-boulevard,امام خمینی غربی,West Emam Khomeini Boulevard,street,ir-bojnord,True,37.476874,57.309898,osm:w48362422
ir-w48362429,فرودگاه,,street,ir-bojnord,True,37.483812,57.31476,osm:w48362429
ir-w48362430,قائم,,street,ir-bojnord,True,37.483442,57.315929,osm:w48362430
ir-dowlat-boulevard,دولت,Dowlat Boulevard,street,ir-bojnord,True,37.481345,57.315731,osm:w48362433
ir-dowlat-square,دولت - شهید محمد زاده,Dowlat Square,street,ir-bojnord,True,37.476421,57.315939,osm:w48362435
ir-ferdowsi-square-2,فردوسی,Ferdowsi Square,street,ir-bojnord,True,37.474323,57.323766,osm:w48364352
ir-w48366955,معلم,,street,ir-bojnord,True,37.470794,57.350165,osm:w48366955
ir-emam-khomeini-boulevard-2,امام خمینی شرقي,Emam Khomeini Boulevard,street,ir-bojnord,True,37.469013,57.336626,osm:w48366961
ir-khorramshahr-square,خرمشهر,Khorramshahr Square,street,ir-bojnord,True,37.465961,57.343817,osm:w48366967
ir-w48366982,آزادگان,,street,ir-bojnord,True,37.469226,57.3475,osm:w48366982
ir-kargar-square-2,کارگر,Kargar Square,street,ir-bojnord,True,37.472125,57.328603,osm:w48367374
ir-w48367641,چمران,,street,ir-bojnord,True,37.4636,57.322999,osm:w48367641
ir-w48367645,سعدی,,street,ir-bojnord,True,37.450483,57.324473,osm:w48367645
ir-daneshgah-3,دانشگاه,Daneshgah,street,ir-bojnord,True,37.45564,57.319796,osm:w48367650
ir-sabzervar-esfarayen,پیامبر اعظم,Sabzervar - Esfarayen,street,ir-sabzevar,True,36.21635,57.650965,osm:w48369288
ir-w483699067,مادر,,street,ir-r8212055,True,36.552659,52.662499,osm:w483699067
ir-w48370539,طالقانی,,street,ir-sabzevar,True,36.226976,57.677433,osm:w48370539
ir-shahid-fahmideh-square-3,شهید فهمیده,Shahid Fahmideh Square,street,ir-sabzevar,True,36.223236,57.676954,osm:w48371091
ir-pasdaran-boulevard-2,پاسداران غربی,Pasdaran Boulevard,street,ir-sabzevar,True,36.222794,57.679104,osm:w48371092
ir-laleh-square-2,لاله,Laleh Square,street,ir-sabzevar,True,36.222412,57.681912,osm:w48371093
ir-pasdaran-boulevard-3,پاسداران شرقی,Pasdaran Boulevard,street,ir-sabzevar,True,36.221079,57.687994,osm:w48371221
ir-w484217888,بولوار سید جمال,,street,ir-sirjan,True,29.451597,55.68494,osm:w484217888
ir-w484217897,خواجه نظام الملک,,street,ir-sirjan,True,29.438046,55.673568,osm:w484217897
ir-w484217903,هفده شهریور,,street,ir-sirjan,True,29.441725,55.670967,osm:w484217903
ir-w484217912,نصیری شمالی,,street,ir-sirjan,True,29.448991,55.673899,osm:w484217912
ir-w484217915,نصیری جنوبی,,street,ir-sirjan,True,29.445112,55.676486,osm:w484217915
ir-w484217920,سعدی,,street,ir-sirjan,True,29.452941,55.671244,osm:w484217920
ir-w484226588,مقداد,,street,ir-sirjan,True,29.441678,55.67876,osm:w484226588
ir-w484226589,تختی جنوبی,,street,ir-sirjan,True,29.447749,55.679722,osm:w484226589
ir-w484226591,رازی,,street,ir-sirjan,True,29.442961,55.682637,osm:w484226591
ir-w484226593,تختی شمالی,,street,ir-sirjan,True,29.450155,55.678288,osm:w484226593
ir-w484226599,امیر کبیر,,street,ir-sirjan,True,29.454954,55.675383,osm:w484226599
ir-w484227243,ورزش,,street,ir-sirjan,True,29.46011,55.683308,osm:w484227243
ir-w484233118,حکمت,,street,ir-najafshahr,True,29.413316,55.722673,osm:w484233118
ir-w484337005,ولی عصر,,street,ir-r8973981,True,32.000673,50.886191,osm:w484337005
ir-w484337013,انقلاب,,street,ir-r8973981,True,32.003241,50.886278,osm:w484337013
ir-w484339412,ورزش,,street,ir-r8973981,True,32.014357,50.889845,osm:w484339412
ir-w484360514,طاهری,,street,ir-shahrud,True,36.399694,54.939649,osm:w484360514
ir-islamic-republic-street,جمهوری اسلامی,Islamic Republic Street,street,ir-golbaf,True,29.899537,57.723161,osm:w484396154
ir-palestine-street-2,فلسطین,Palestine Street,street,ir-golbaf,True,29.870834,57.742088,osm:w484469762
ir-hesabi-2,دکتر حسابی,Hesabi,street,ir-district-4-8,True,32.615532,51.762499,osm:w484524717
ir-w484547077,امام موسی ابن جعفر,,street,ir-sirjan,True,29.435704,55.668098,osm:w484547077
ir-w484574440,بولوار امام خمینی,,street,ir-torghabeh-city,True,36.315561,59.379869,osm:w484574440
ir-w484594884,دسترسی محلی,,street,ir-district-10-3,True,32.692601,51.735891,osm:w484594884
ir-w484752521,تندرستی,,street,ir-kashan,True,33.969253,51.424786,osm:w484752521
ir-imam-khomeini-boulevard-43,بولوار امام خمینی,Imam Khomeini Boulevard,street,ir-baravat,True,29.059614,58.411658,osm:w484806030
ir-w484993499,نواب صفوی,,street,ir-sirjan,True,29.446457,55.687559,osm:w484993499
ir-w485017212,آیت الله محمودی گلپایگانی,,street,ir-varamin,True,35.323915,51.643844,osm:w485017212
ir-w485048496,کارگر,,street,ir-r6876974,True,32.161306,50.680033,osm:w485048496
ir-w485048997,سپاه,,street,ir-r6876974,True,32.153838,50.684991,osm:w485048997
ir-w485206118,ابوفاضل,,street,ir-sirjan,True,29.435302,55.665315,osm:w485206118
ir-w485206123,کمیل,,street,ir-sirjan,True,29.431393,55.661291,osm:w485206123
ir-w485206138,شهید ارجمند,,street,ir-sirjan,True,29.436072,55.661052,osm:w485206138
ir-w485394327,کار,,street,ir-sirjan,True,29.44418,55.689139,osm:w485394327
ir-w485407824,تعاون,,street,ir-bumehen,True,35.720166,51.885213,osm:w485407824
ir-w485407829,عسکری,,street,ir-bumehen,True,35.726393,51.883275,osm:w485407829
ir-payam,پیام,Payam,street,ir-lavasan,True,35.822098,51.645261,osm:w485556040
ir-sahraye-naran,صحرای ناران,Sahraye Naran,street,ir-lavasan,True,35.820438,51.652708,osm:w485556041
ir-parvaz-4,پرواز,Parvaz,street,ir-lavasan,True,35.816232,51.629557,osm:w485556043
ir-asadian,اسدیان,Asadian,street,ir-lavasan,True,35.824778,51.629552,osm:w485556046
ir-w485725448,شهید احمدلو,,street,ir-jafariyeh,True,34.781305,50.514152,osm:w485725448
ir-qom-saveh,قم - ساوه,Qom - Saveh,street,ir-jafariyeh,True,34.769933,50.507012,osm:w485819908
ir-w485928171,امام خمینی,,street,ir-r13081894,True,34.231767,50.102136,osm:w485928171
ir-vali-ye-asr-square,ولی عصر,Vali-ye Asr Square,street,ir-r13081894,True,34.240221,50.099549,osm:w485928178
ir-w485928194,قائم مقام فراهانی,,street,ir-r13081894,True,34.235313,50.103902,osm:w485928194
ir-w485928197,دکتر حسابی,,street,ir-r13081894,True,34.234039,50.10415,osm:w485928197
ir-w485928200,مشاهیر,,street,ir-r13081894,True,34.232258,50.106764,osm:w485928200
ir-w486144044,صدرا,,street,ir-r9036628,True,28.969377,50.851591,osm:w486144044
ir-w486144045,صدرا,,street,ir-solh-abad,True,28.969446,50.851498,osm:w486144045
ir-w486144052,فضیلت,,street,ir-r9036630,True,28.976056,50.839482,osm:w486144052
ir-w486661008,۳۶ متری,,street,ir-shahrud,True,36.4282,55.008716,osm:w486661008
ir-w486742430,۳۰ متری لاله,,street,ir-jafariyeh,True,34.765444,50.516728,osm:w486742430
ir-bimarestan-street,بیمارستان,Bimarestan Street,street,ir-neyshabur-city,True,36.213459,58.8136,osm:w486820144
ir-salamat-street-2,سلامت,Salamat Street,street,ir-neyshabur-city,True,36.214556,58.810975,osm:w486820145
ir-w486941444,مجاهدین اسلام,,street,ir-khorramabad,True,33.486255,48.353655,osm:w486941444
ir-farvardin-3,فروردین,Farvardin,street,ir-khorramabad,True,33.545422,48.332661,osm:w486948820
ir-w487189473,دانش آموز,,street,ir-r6892340,True,32.250044,50.569402,osm:w487189473
ir-w487430761,گذرمحلی اقابابایی,,street,ir-district-10-3,True,32.669744,51.731598,osm:w487430761
ir-w487430770,رضوی,,street,ir-district-10-3,True,32.674215,51.741844,osm:w487430770
ir-w488113807,محمد ذاکری,,street,ir-ferunabad,True,35.511852,51.616045,osm:w488113807
ir-w488113823,مقداد,,street,ir-ferunabad,True,35.514922,51.617236,osm:w488113823
ir-w488113824,باغ بهشت,,street,ir-ferunabad,True,35.511797,51.618234,osm:w488113824
ir-w488113832,معراج,,street,ir-ferunabad,True,35.514424,51.623871,osm:w488113832
ir-w488113834,والفجر,,street,ir-ferunabad,True,35.515595,51.626221,osm:w488113834
ir-w488477656,امامزاده,,street,ir-district-15-2,True,32.670959,51.763466,osm:w488477656
ir-w488579654,صبا,,street,ir-khomeini-shahr-district-4,True,32.712681,51.515558,osm:w488579654
ir-w488579661,مهستان,,street,ir-khomeini-shahr-district-4,True,32.708202,51.511007,osm:w488579661
ir-w488579702,الغدیر,,street,ir-khomeini-shahr-district-4,True,32.700196,51.50774,osm:w488579702
ir-w488579757,فردوسی,,street,ir-khomeini-shahr-district-2,True,32.688914,51.509177,osm:w488579757
ir-w488826712,بولوار رسالت,,street,ir-baravat,True,29.086891,58.411761,osm:w488826712
ir-imam-hossein-square-21,فلکه امام حسین,Imam Hossein Square,street,ir-baravat,True,29.085524,58.416307,osm:w488826714
ir-w488826720,بولوار باقرالعلوم,,street,ir-baravat,True,29.071255,58.403422,osm:w488826720
ir-w488826721,علی‌آبادی,,street,ir-baravat,True,29.068112,58.408811,osm:w488826721
ir-amoozesh,آموزش,Amoozesh,street,ir-meymeh,True,33.448064,51.174859,osm:w488831972
ir-parvaresh,پرورش,Parvaresh,street,ir-meymeh,True,33.448702,51.175223,osm:w488831973
ir-bank,بانک,Bank,street,ir-meymeh,True,33.449844,51.174349,osm:w488831974
ir-w489001005,دسترسی محلی,,street,ir-garmdarreh,True,35.747249,51.079905,osm:w489001005
ir-w489001006,سعادتیه,,street,ir-garmdarreh,True,35.745602,51.078766,osm:w489001006
ir-w489067186,شهدای سورنا,,street,ir-kupon,True,30.335051,51.290265,osm:w489067186
ir-w489165671,محمودی,,street,ir-varamin,True,35.326053,51.642935,osm:w489165671
ir-w489166365,فلاحی,,street,ir-varamin,True,35.335071,51.64165,osm:w489166365
ir-w489166367,عدل,,street,ir-varamin,True,35.333227,51.641049,osm:w489166367
ir-w489168597,شهدای صدرایی,,street,ir-varamin,True,35.333833,51.630698,osm:w489168597
ir-w489237144,شامات,,street,ir-r16464038,True,39.64049,47.884618,osm:w489237144
ir-w489254636,انتظار,,street,ir-r16464038,True,39.652559,47.931732,osm:w489254636
ir-w489257753,جعفرقلی خانلو,,street,ir-r16464038,True,39.65785,47.926786,osm:w489257753
ir-w489257754,مرزبانی,,street,ir-r16464038,True,39.655389,47.92636,osm:w489257754
ir-w489264948,بوئین زهرا - اشتهارد,,street,ir-eshtehard-city,True,35.722227,50.350968,osm:w489264948
ir-w489264949,اشتهارد - بوئین زهرا,,street,ir-eshtehard-city,True,35.72248,50.348997,osm:w489264949
ir-w489543640,جهاد,,street,ir-r16464038,True,39.645546,47.915228,osm:w489543640
ir-andimeshk-ahvaz-highway,اندیمشک - اهواز,Andimeshk - Ahvaz Highway,street,ir-andimeshk,True,32.429587,48.345831,osm:w48956157
ir-w48956162,اهواز - اندیمشک,,street,ir-ahwaz,True,31.365887,48.617897,osm:w48956162
ir-w48956166,آزادگان,,street,ir-andimeshk,True,32.440585,48.353173,osm:w48956166
ir-enghelab-boulevard,انقلاب,Enghelab Boulevard,street,ir-andimeshk,True,32.449775,48.356634,osm:w48956829
ir-w48956833,کمربندی اندیمشک,,street,ir-andimeshk,True,32.442485,48.357924,osm:w48956833
ir-w48956837,دزفول -اندیمشک,,street,ir-andimeshk,True,32.449153,48.358084,osm:w48956837
ir-w48956846,شهید بهشتی,,street,ir-andimeshk,True,32.450386,48.356844,osm:w48956846
ir-w489643788,آزادی,,street,ir-r8682153,True,28.942336,51.072118,osm:w489643788
ir-w489643796,فرهنگ,,street,ir-r8682154,True,28.931582,51.066735,osm:w489643796
ir-daneshjoo-boulevard-11,دانشجو,Daneshjoo Boulevard,street,ir-r8682154,True,28.932657,51.070192,osm:w489643797
ir-daneshjoo-boulevard-12,دانشجو,Daneshjoo Boulevard,street,ir-r8682153,True,28.936937,51.065234,osm:w489643798
ir-daneshamuz,دانش آموز,DaneshAmuz,street,ir-r8682226,True,28.922797,51.063673,osm:w489659651
ir-w489665238,دانش,,street,ir-lamerd,True,27.327276,53.210426,osm:w489665238
ir-w489665450,مهر نگین,,street,ir-lamerd,True,27.33814,53.172635,osm:w489665450
ir-w489665456,شهید آوینی,,street,ir-lamerd,True,27.336146,53.172808,osm:w489665456
ir-chehelodometri-kamarbandi-boulevard,مدرس,Chehelodometri Kamarbandi boulevard,street,ir-bojnord,True,37.46246,57.339977,osm:w48996106
ir-w48996108,پروفسور سمیعی,,street,ir-bojnord,True,37.456837,57.32926,osm:w48996108
ir-north-seghatoleslam,ثقه الاسلام شمالی,North Seghatoleslam,street,ir-tabriz,True,38.09047,46.304713,osm:w490305634
ir-s-seghatoleslam,ثقه الاسلام جنوبی,S.Seghatoleslam,street,ir-tabriz,True,38.086358,46.303095,osm:w490305926
ir-w490469654,کمالوند,,street,ir-khorramabad,True,33.486443,48.354144,osm:w490469654
ir-w490619999,بسیج مستضعفین,,street,ir-sanandaj,True,35.309023,47.032305,osm:w490619999
ir-w490620258,میدان بار همدان,,neighbourhood,ir-hamedan,True,34.816792,48.499144,osm:w490620258
ir-firuzkuh-road,فیروزکوه,Firuzkuh Road,street,ir-rudehen,True,35.723016,51.908875,osm:w4906731
ir-khamenei-boulevard,آیت الله خامنه ای,Khamenei Boulevard,street,ir-damavand,True,35.689832,52.009599,osm:w4906887
ir-w491070442,ناصریه,,street,ir-garmdarreh,True,35.752153,51.064907,osm:w491070442
ir-shohadaye-rahband-bridge,پل شهدای راهبند,Shohadaye Rahband bridge,street,ir-sari,True,36.537192,53.069096,osm:w491341697
ir-w491622435,دکتر محمود حسابی,,street,ir-shahedshahr,True,35.572925,51.09401,osm:w491622435
ir-doosti-road,دوستی,Doosti Road,street,ir-meymeh,True,33.441407,51.168466,osm:w492207298
ir-w492212180,میمه-اصفهان,,street,ir-vazvan,True,33.432878,51.184133,osm:w492212180
ir-w492212182,اصفهان-میمه,,street,ir-vazvan,True,33.433121,51.184281,osm:w492212182
ir-w492212366,اصفهان-میمه,,street,ir-meymeh,True,33.436857,51.182736,osm:w492212366
ir-abharimoghaddam-street,شهید ابهری مقدم,AbhariMoghaddam Street,street,ir-kashan,True,33.98418,51.442025,osm:w492377939
ir-w492849128,شهید عباس زاده,,street,ir-rafsanjan,True,30.365392,56.057509,osm:w492849128
ir-w492977743,ختیره,,street,ir-khomeini-shahr-district-2,True,32.696792,51.518657,osm:w492977743
ir-sepehr-alley,کوی سپهر,Sepehr Alley,street,ir-tabriz,True,38.046937,46.381173,osm:w493118366
ir-south-asadabadi-street-2,اسد آبادی جنوبی,South Asadabadi Street,street,ir-neyshabur-city,True,36.199095,58.798276,osm:w493157364
ir-w493443174,راران,,street,ir-district-15-2,True,32.671482,51.761314,osm:w493443174
ir-w493443177,شهدای راران,,street,ir-district-15-2,True,32.672455,51.750903,osm:w493443177
ir-w493445223,شهید محسن صفوی,,street,ir-district-10-3,True,32.69494,51.7557,osm:w493445223
ir-sayad-shirazi-2,صیاد شیرازی,Sayad shirazi,street,ir-shahriyar,True,35.682855,51.035493,osm:w493720816
ir-w494552414,فارسان به شهرکرد,,street,ir-r6557030,True,32.317562,50.839083,osm:w494552414
ir-w495169189,جهاد کشاورزی,,street,ir-sabzevar,True,36.200652,57.710914,osm:w495169189
