code,name,name_en,kind,parent,in_path,latitude,longitude,source
ir-ir,ایران,IR,country,,False,,,osm:country-ir
ir-bushehr-province,استان بوشهر,Bushehr Province,province,ir-ir,True,,,osm:province-ir-18
ir-alborz-province,استان البرز,Alborz Province,province,ir-ir,True,35.940076,50.783396,osm:r1015996
ir-east-azerbaijan-province,استان آذربایجان شرقی,East Azerbaijan Province,province,ir-ir,True,38.076452,46.553421,osm:r2232180
ir-north-khorasan-province,استان خراسان شمالی,North Khorasan Province,province,ir-ir,True,37.426931,57.192619,osm:r225444
ir-kerman-province,استان کرمان,Kerman Province,province,ir-ir,True,29.198069,57.268933,osm:r229593
ir-ilam-province,استان ایلام,Ilam Province,province,ir-ir,True,33.043323,46.872409,osm:r229766
ir-lorestan-province,استان لرستان,Lorestan Province,province,ir-ir,True,33.515196,48.323312,osm:r229893
ir-markazi-province,استان مرکزی,Markazi Province,province,ir-ir,True,34.477168,49.581814,osm:r229958
ir-chaharmahal-and-bakhtiyari-province,استان چهارمحال و بختیاری,Chaharmahal and Bakhtiyari Province,province,ir-ir,True,31.97851,50.809375,osm:r230033
ir-kermanshah-province,استان کرمانشاه,Kermanshah Province,province,ir-ir,True,34.486732,46.808727,osm:r241037
ir-hamadan-province,استان همدان,Hamadan Province,province,ir-ir,True,34.869817,48.559012,osm:r241038
ir-qazvin-province,استان قزوین,Qazvin Province,province,ir-ir,True,36.102803,50.043565,osm:r241471
ir-gilan-province,استان گیلان,Gilan Province,province,ir-ir,True,37.506949,49.543267,osm:r241472
ir-zanjan-province,استان زنجان,Zanjan Province,province,ir-ir,True,36.411131,48.401451,osm:r241473
ir-semnan-province,استان سمنان,Semnan Province,province,ir-ir,True,35.78164,54.994677,osm:r241474
ir-isfahan-province,استان اصفهان,Isfahan Province,province,ir-ir,True,32.61191,52.075289,osm:r241475
ir-kohgiluye-and-buyer-ahmad-province,استان کهگیلویه و بویر احمد,Kohgiluye and Buyer Ahmad Province,province,ir-ir,True,30.691773,51.108371,osm:r241478
ir-kurdistan-province,استان کردستان,Kurdistan Province,province,ir-ir,True,35.59777,46.994925,osm:r241546
ir-west-azerbaijan-province,استان آذربایجان غربی,West Azerbaijan Province,province,ir-ir,True,37.875124,44.854646,osm:r241593
ir-fars-province,استان فارس,Fars Province,province,ir-ir,True,29.362098,53.297733,osm:r255446
ir-ardabil-province,استان اردبیل,Ardabil Province,province,ir-ir,True,38.40657,47.985721,osm:r269635
ir-mazandaran-province,استان مازندران,Mazandaran Province,province,ir-ir,True,36.448651,52.402976,osm:r269900
ir-golestan-province,استان گلستان,Golestan Province,province,ir-ir,True,37.315655,54.732757,osm:r269903
ir-yazd-province,استان یزد,Yazd Province,province,ir-ir,True,31.491403,54.48901,osm:r3300249
ir-hormozgan-province,استان هرمزگان,Hormozgan Province,province,ir-ir,True,26.994522,55.114016,osm:r3385992
ir-khuzestan-province,استان خوزستان,Khuzestan Province,province,ir-ir,True,31.333309,48.979863,osm:r3661581
ir-razavi-khorasan,استان خراسان رضوی,Razavi Khorasan,province,ir-ir,True,35.795453,59.048041,osm:r537657
ir-south-khorasan-province,استان خراسان جنوبی,South Khorasan Province,province,ir-ir,True,32.832878,58.224846,osm:r537658
ir-sistan-and-baluchestan-province,استان سیستان و بلوچستان,Sistan and Baluchestan Province,province,ir-ir,True,28.16206,61.154764,osm:r537693
ir-tehran-province,استان تهران,Tehran Province,province,ir-ir,True,35.48344,51.410462,osm:r537701
ir-qom-province,استان قم,Qom Province,province,ir-ir,True,34.688144,51.011449,osm:r537702
ir-r11015551,بخش مرکزی شهرستان صالح آباد,,county,ir-razavi-khorasan,False,35.670621,60.948684,osm:r11015551
ir-zeberkhan-county,شهرستان زبرخان,Zeberkhan County,county,ir-razavi-khorasan,False,36.083359,59.131329,osm:r11093556
ir-sheshtamad-county,شهرستان ششتمد,Sheshtamad County,county,ir-razavi-khorasan,False,35.811027,57.942886,osm:r11093557
ir-koohsorkh-county,شهرستان کوهسرخ,KoohSorkh County,county,ir-razavi-khorasan,False,35.607512,58.398051,osm:r11096697
ir-khanmirza-county,شهرستان خانمیرزا,Khanmirza County,county,ir-chaharmahal-and-bakhtiyari-province,False,31.575279,50.993983,osm:r11144781
ir-bampour-county,شهرستان بمپور,Bampour County,county,ir-sistan-and-baluchestan-province,False,27.167688,60.242656,osm:r11147665
ir-aslanduz-county,شهرستان اصلاندوز,AslanDuz County,county,ir-ardabil-province,False,39.371593,47.558418,osm:r11147752
ir-holeylan-county,شهرستان هلیلان,Holeylan County,county,ir-ilam-province,False,33.809284,47.09664,osm:r11155682
ir-kooh-chenar-county,شهرستان کوه‌چنار,Kooh Chenar County,county,ir-fars-province,False,29.759969,51.750193,osm:r11164344
ir-sarchehan-county,شهرستان سرچهان,Sarchehan County,county,ir-fars-province,False,30.073166,53.667006,osm:r11166543
ir-bakhtegan-county,شهرستان بختگان,Bakhtegan County,county,ir-fars-province,False,29.60441,53.843451,osm:r11166656
ir-tombak-rural-district,دهستان تمبک,Tombak Rural District,county,ir-bushehr-province,False,27.555468,51.998219,osm:r12164947
ir-golbahar-county,شهرستان گلبهار,Golbahar County,county,ir-razavi-khorasan,False,36.565819,59.180168,osm:r12173252
ir-rask-county,شهرستان راسک,Rask County,county,ir-sistan-and-baluchestan-province,False,26.158134,61.545443,osm:r12225017
ir-dashtiari-county,شهرستان دشتیاری,Dashtiari County,county,ir-sistan-and-baluchestan-province,False,25.395879,61.311031,osm:r12225357
ir-dargazin-county,شهرستان درگزین,Dargazin County,county,ir-hamadan-province,False,35.354123,49.257093,osm:r12225371
ir-margown-county,شهرستان مارگون,Margown County,county,ir-kohgiluye-and-buyer-ahmad-province,False,31.170976,50.866739,osm:r12225381
ir-r12242493,دهستان دویره,,county,ir-bushehr-province,False,29.023002,51.066868,osm:r12242493
ir-r12242538,دهستان چاه کوتاه,,county,ir-bushehr-province,False,29.14899,51.005142,osm:r12242538
ir-shirinu-rural-district,دهستان شیرینو,Shirinu Rural District,county,ir-bushehr-province,False,27.403438,52.282629,osm:r12242571
ir-karkheh-county,شهرستان کرخه,Karkheh County,county,ir-khuzestan-province,False,31.871957,48.363617,osm:r13073995
ir-khomam-county,شهرستان خمام,Khomam County,county,ir-gilan-province,False,37.551874,49.72121,osm:r13074061
ir-chavar-county,شهرستان چوار,Chavar County,county,ir-ilam-province,False,33.696339,46.085517,osm:r13074214
ir-ungut-county,شهرستان انگوت,Ungut County,county,ir-ardabil-province,False,39.044074,47.706448,osm:r13074227
ir-marvast-county,شهرستان مروست,Marvast County,county,ir-yazd-province,False,30.512804,54.212192,osm:r14474227
ir-harand-county,شهرستان هرند,Harand County,county,ir-isfahan-province,False,32.501984,52.349231,osm:r14474249
ir-varzaneh-county,شهرستان ورزنه,Varzaneh County,county,ir-isfahan-province,False,32.29787,52.71605,osm:r14474257
ir-jarqavieh-county,شهرستان جرقویه,Jarqavieh County,county,ir-isfahan-province,False,31.986088,52.472242,osm:r14474282
ir-kuhpayeh-county,شهرستان کوهپایه,Kuhpayeh County,county,ir-isfahan-province,False,32.738364,52.352657,osm:r14474306
ir-chaharborj-county,شهرستان چهاربرج,Chaharborj County,county,ir-west-azerbaijan-province,False,37.13138,45.909104,osm:r14484875
ir-baruq-county,شهرستان باروق,Baruq County,county,ir-west-azerbaijan-province,False,36.918415,46.398923,osm:r14484928
ir-dezpart-county,شهرستان دزپارت,Dezpart County,county,ir-khuzestan-province,False,31.673313,50.21115,osm:r14485001
ir-mirabad-county,شهرستان میرآباد,Mirabad County,county,ir-west-azerbaijan-province,False,36.342192,45.433132,osm:r16505544
ir-juyom-county,شهرستان جویم,Juyom County,county,ir-fars-province,False,28.180044,53.476218,osm:r16512852
ir-falard-county,شهرستان فلارد,Falard County,county,ir-chaharmahal-and-bakhtiyari-province,False,31.287598,51.18999,osm:r16545694
ir-siraf-district,بخش سیراف,Siraf District,county,ir-bushehr-province,False,27.460675,52.186386,osm:r16703149
ir-seydun-county,شهرستان صیدون,Seydun County,county,ir-khuzestan-province,False,31.380851,50.144942,osm:r16712076
ir-r19341048,بخش میان‌جلگه,,county,ir-razavi-khorasan,False,35.86588,58.690744,osm:r19341048
ir-r19341057,بخش گلبهار,,county,ir-razavi-khorasan,False,36.565819,59.180168,osm:r19341057
ir-jazmurian-county,شهرستان جازموریان,Jazmurian County,county,ir-kerman-province,False,27.853708,58.577145,osm:r19515969
ir-etrek,Etrek,Etrek,county,ir-bushehr-province,False,37.663857,54.7648,osm:r19980164
ir-chaldoran-county,شهرستان چالدران,Chaldoran County,county,ir-west-azerbaijan-province,False,39.107433,44.447066,osm:r2390404
ir-shirwan-county,شهرستان شیروان,Shirwan County,county,ir-north-khorasan-province,False,37.523869,57.968418,osm:r269911
ir-esfarayen-county,شهرستان اسفراین,Esfarayen County,county,ir-north-khorasan-province,False,36.995322,57.357095,osm:r269912
ir-saqqez-county,شهرستان سقز,Saqqez County,county,ir-kurdistan-province,False,36.122734,46.357484,osm:r5134018
ir-baneh-county,شهرستان بانه,Baneh County,county,ir-kurdistan-province,False,36.002193,45.867615,osm:r5143134
ir-kohsan,ولسوالی کهسان,Kohsan,county,ir-bushehr-province,False,34.612987,61.174716,osm:r6554262
ir-abadan-county,شهرستان آبادان,Abadan County,county,ir-khuzestan-province,False,30.155576,48.744129,osm:r6554852
ir-abadeh-county,شهرستان آباده,Abadeh County,county,ir-fars-province,False,31.221258,52.415206,osm:r6554853
ir-abyek-county,شهرستان آبیک,Abyek County,county,ir-qazvin-province,False,36.08864,50.345886,osm:r6554855
ir-azarshahr-county,شهرستان آذرشهر,Azarshahr County,county,ir-east-azerbaijan-province,False,37.730018,45.868894,osm:r6554856
ir-aradan-county,شهرستان آرادان,Aradan County,county,ir-semnan-province,False,34.926346,52.633839,osm:r6554857
ir-aran-and-bidgol-county,شهرستان آران و بیدگل,Aran and Bidgol County,county,ir-isfahan-province,False,34.151084,51.862004,osm:r6554858
ir-azadshahr-county,شهرستان آزادشهر,Azadshahr County,county,ir-golestan-province,False,36.995567,55.404788,osm:r6554859
ir-astara-county,شهرستان آستارا,Astara County,county,ir-gilan-province,False,38.354804,48.85314,osm:r6554860
ir-astaneh-ye-ashrafiyeh-county,شهرستان آستانه اشرفیه,Astaneh-ye Ashrafiyeh County,county,ir-gilan-province,False,37.434416,50.055118,osm:r6554861
ir-ashtian-county,شهرستان آشتیان,Ashtian County,county,ir-markazi-province,False,34.440639,50.020945,osm:r6554862
ir-aghajari-county,شهرستان آغاجاری,Aghajari County,county,ir-khuzestan-province,False,30.747447,49.910266,osm:r6554863
ir-aqqala-county,شهرستان آق قلا,Aqqala County,county,ir-golestan-province,False,37.18997,54.531321,osm:r6554864
ir-amol-county,شهرستان آمل,Amol County,county,ir-mazandaran-province,False,36.215759,52.309764,osm:r6554865
ir-avaj-county,شهرستان آوج,Avaj County,county,ir-qazvin-province,False,35.680395,49.205277,osm:r6554866
ir-abarkuh-county,شهرستان ابرکوه,Abarkuh County,county,ir-yazd-province,False,31.120012,53.346471,osm:r6554867
ir-abhar-county,شهرستان ابهر,Abhar County,county,ir-zanjan-province,False,36.129635,49.161815,osm:r6554868
ir-abumusa-county,شهرستان ابوموسی,Abumusa County,county,ir-hormozgan-province,False,26.132821,54.816858,osm:r6554869
ir-arak-county,شهرستان اراک,Arak County,county,ir-markazi-province,False,34.143551,49.880639,osm:r6554870
ir-ardabil-city,شهرستان اردبیل,Ardabil city,county,ir-ardabil-province,False,38.285981,48.166252,osm:r6554871
ir-ardestan-county,شهرستان اردستان,Ardestan County,county,ir-isfahan-province,False,33.65326,52.57374,osm:r6554872
ir-ardakan-county,شهرستان اردکان,Ardakan County,county,ir-yazd-province,False,32.695257,54.862454,osm:r6554873
ir-ardal-county,شهرستان اردل,Ardal County,county,ir-chaharmahal-and-bakhtiyari-province,False,31.914051,50.372244,osm:r6554874
ir-arzuiyeh-county,شهرستان ارزوئیه,Arzuiyeh County,county,ir-kerman-province,False,28.469806,56.495009,osm:r6554875
ir-arsanjan-county,شهرستان ارسنجان,Arsanjan County,county,ir-fars-province,False,29.848453,53.398107,osm:r6554876
ir-urumia-county,شهرستان ارومیه,Urumia County,county,ir-west-azerbaijan-province,False,37.652199,45.026017,osm:r6554877
ir-azna-county,شهرستان ازنا,Azna County,county,ir-lorestan-province,False,33.48992,49.42874,osm:r6554878
ir-estahban-county,شهرستان استهبان,Estahban County,county,ir-fars-province,False,29.176164,53.860634,osm:r6554879
ir-asadabad-county,شهرستان اسدآباد,Asadabad County,county,ir-hamadan-province,False,34.787031,48.037649,osm:r6554880
ir-osku-county,شهرستان اسکو,Osku County,county,ir-east-azerbaijan-province,False,37.85541,46.15983,osm:r6554882
ir-eslamabad-e-gharb-county,شهرستان اسلام آباد غرب,Eslamabad-e Gharb County,county,ir-kermanshah-province,False,34.042977,46.651986,osm:r6554883
ir-eslamshahr-county,شهرستان اسلامشهر,Eslamshahr County,county,ir-tehran-province,False,35.57128,51.250126,osm:r6554884
ir-eshtehard-county,شهرستان اشتهارد,Eshtehard County,county,ir-alborz-province,False,35.693873,50.49805,osm:r6554885
ir-ashkezar-county,شهرستان اشکذر,Ashkezar County,county,ir-yazd-province,False,31.987673,53.98222,osm:r6554886
ir-oshnavieh-county,شهرستان اشنویه,Oshnavieh County,county,ir-west-azerbaijan-province,False,37.080191,45.022879,osm:r6554887
ir-isfahan-county,شهرستان اصفهان,Isfahan County,county,ir-isfahan-province,False,32.569084,51.820743,osm:r6554888
ir-eqlid-county,شهرستان اقلید,Eqlid County,county,ir-fars-province,False,30.661593,52.363714,osm:r6554889
ir-alborz-county,شهرستان البرز,Alborz County,county,ir-qazvin-province,False,36.213809,50.124997,osm:r6554890
ir-aligudarz-county,شهرستان الیگودرز,Aligudarz County,county,ir-lorestan-province,False,33.138798,49.383692,osm:r6554891
ir-amlash-county,شهرستان املش,Amlash County,county,ir-gilan-province,False,36.974937,50.143054,osm:r6554892
ir-omidieh-county,شهرستان امیدیه,Omidieh County,county,ir-khuzestan-province,False,30.792077,49.694171,osm:r6554893
ir-anar-county,شهرستان انار,Anar County,county,ir-kerman-province,False,30.81542,55.317671,osm:r6554894
ir-andika-county,شهرستان اندیکا,Andika County,county,ir-khuzestan-province,False,32.321387,49.597057,osm:r6554895
ir-andimeshk-county,شهرستان اندیمشک,Andimeshk County,county,ir-khuzestan-province,False,32.636598,48.217306,osm:r6554896
ir-ahar-county,شهرستان اهر,Ahar County,county,ir-east-azerbaijan-province,False,38.531263,47.138559,osm:r6554897
ir-ahvaz-county,شهرستان اهواز,Ahvaz County,county,ir-khuzestan-province,False,31.320838,48.867044,osm:r6554898
ir-ijrud-county,شهرستان ایجرود,Ijrud County,county,ir-zanjan-province,False,36.317764,48.158934,osm:r6554899
ir-izeh-county,شهرستان ایذه,Izeh County,county,ir-khuzestan-province,False,32.007935,49.913672,osm:r6554900
ir-iranshahr-county,شهرستان ایرانشهر,Iranshahr County,county,ir-sistan-and-baluchestan-province,False,27.666405,60.095702,osm:r6554901
ir-ilam-county,شهرستان ایلام,Ilam County,county,ir-ilam-province,False,33.523385,46.527918,osm:r6554902
ir-babol-county,شهرستان بابل,Babol County,county,ir-mazandaran-province,False,36.266984,52.600326,osm:r6554904
ir-babolsar-county,شهرستان بابلسر,Babolsar County,county,ir-mazandaran-province,False,36.823528,52.698938,osm:r6554905
ir-bakharz-county,شهرستان باخرز,Bakharz County,county,ir-razavi-khorasan,False,35.052027,60.261776,osm:r6554906
ir-basht-county,شهرستان باشت,Basht County,county,ir-kohgiluye-and-buyer-ahmad-province,False,30.444991,51.089284,osm:r6554907
ir-baghmalek-county,شهرستان باغ ملک,Baghmalek County,county,ir-khuzestan-province,False,31.46818,49.885486,osm:r6554908
ir-baft-county,شهرستان بافت,Baft County,county,ir-kerman-province,False,29.056432,56.489045,osm:r6554909
ir-bafq-county,شهرستان بافق,Bafq County,county,ir-yazd-province,False,31.645854,55.468031,osm:r6554910
ir-bavi-county,شهرستان باوی,Bavi County,county,ir-khuzestan-province,False,31.527299,48.947567,osm:r6554912
ir-bajestan-county,شهرستان بجستان,Bajestan County,county,ir-razavi-khorasan,False,34.579095,58.165163,osm:r6554913
ir-bojnurd-county,شهرستان بجنورد,Bojnurd County,county,ir-north-khorasan-province,False,37.613104,57.404229,osm:r6554914
ir-badreh-county,شهرستان بدره,Badreh County,county,ir-ilam-province,False,33.316433,47.031904,osm:r6554915
ir-borkhar-county,شهرستان برخوار,Borkhar County,county,ir-isfahan-province,False,33.013319,51.767592,osm:r6554916
ir-bardaskan-county,شهرستان بردسکن,Bardaskan County,county,ir-razavi-khorasan,False,35.140069,57.434323,osm:r6554917
ir-bardsir-county,شهرستان بردسیر,Bardsir County,county,ir-kerman-province,False,29.793449,56.706941,osm:r6554918
ir-borujerd-county,شهرستان بروجرد,Borujerd County,county,ir-lorestan-province,False,33.864909,48.770741,osm:r6554920
ir-borujen-county,شهرستان بروجن,Borujen County,county,ir-chaharmahal-and-bakhtiyari-province,False,31.857447,51.127783,osm:r6554925
ir-bostanabad-county,شهرستان بستان آباد,Bostanabad County,county,ir-east-azerbaijan-province,False,37.811285,46.757757,osm:r6554929
ir-bastak-county,شهرستان بستک,Bastak County,county,ir-hormozgan-province,False,27.186852,54.60679,osm:r6554931
ir-bashagard-county,شهرستان بشاگرد,Bashagard County,county,ir-hormozgan-province,False,26.510589,58.186978,osm:r6554932
ir-boshruyeh-county,شهرستان بشرویه,Boshruyeh County,county,ir-south-khorasan-province,False,34.174848,57.352758,osm:r6554933
ir-bam-county,شهرستان بم,Bam County,county,ir-kerman-province,False,29.065884,58.1881,osm:r6554934
ir-ben-county,شهرستان بن,Ben County,county,ir-chaharmahal-and-bakhtiyari-province,False,32.586007,50.619011,osm:r6554935
ir-bonab-county,شهرستان بناب,Bonab County,county,ir-east-azerbaijan-province,False,37.351862,45.931035,osm:r6554936
ir-bandar-lengeh-county,شهرستان بندر لنگه,Bandar Lengeh County,county,ir-hormozgan-province,False,26.708026,54.118502,osm:r6554937
ir-bandar-e-anzali-county,شهرستان بندر انزلی,Bandar-e-Anzali County,county,ir-gilan-province,False,37.556596,49.447968,osm:r6554938
ir-bandar-e-abbas-county,شهرستان بندرعباس,Bandar-e-Abbas County,county,ir-hormozgan-province,False,27.459616,56.308296,osm:r6554939
ir-bandar-e-mahshahr-county,شهرستان بندر ماهشهر,Bandar-e-Mahshahr County,county,ir-khuzestan-province,False,30.361209,49.261642,osm:r6554940
ir-bandar-e-gaz-county,شهرستان بندر گز,Bandar-e-Gaz County,county,ir-golestan-province,False,36.771842,53.952638,osm:r6554941
ir-behabad-county,شهرستان بهاباد,Behabad County,county,ir-yazd-province,False,32.016275,56.067147,osm:r6554942
ir-bahar-county,شهرستان بهار,Bahar County,county,ir-hamadan-province,False,34.956205,48.335774,osm:r6554943
ir-baharestan-county,شهرستان بهارستان,Baharestan County,county,ir-tehran-province,False,35.533153,51.16509,osm:r6554945
ir-behbahan-county,شهرستان بهبهان,Behbahan County,county,ir-khuzestan-province,False,30.549123,50.301575,osm:r6554946
ir-behshahr-county,شهرستان بهشهر,Behshahr County,county,ir-mazandaran-province,False,36.764482,53.485272,osm:r6554947
ir-bahmai-county,شهرستان بهمئی,Bahmai County,county,ir-kohgiluye-and-buyer-ahmad-province,False,30.983862,50.079254,osm:r6554948
ir-buin-zahra-county,شهرستان بوئین زهرا,Buin Zahra County,county,ir-qazvin-province,False,35.839466,49.98885,osm:r6554949
ir-buin-and-miandasht-county,شهرستان بوئین و میاندشت,Buin and Miandasht County,county,ir-isfahan-province,False,33.163109,50.105278,osm:r6554950
ir-bavanat-county,شهرستان بوانات,Bavanat County,county,ir-fars-province,False,30.435686,53.647039,osm:r6554951
ir-bukan-county,شهرستان بوکان,Bukan County,county,ir-west-azerbaijan-province,False,36.528571,46.198002,osm:r6554953
ir-buyerahmad-county,شهرستان بویراحمد,Buyerahmad County,county,ir-kohgiluye-and-buyer-ahmad-province,False,30.758824,51.387223,osm:r6554954
ir-bijar-county,شهرستان بیجار,Bijar County,county,ir-kurdistan-province,False,35.951367,47.597986,osm:r6554955
ir-birjand-county,شهرستان بیرجند,Birjand County,county,ir-south-khorasan-province,False,33.084926,59.146225,osm:r6554956
ir-bilehsavar-county,شهرستان بیله سوار,Bilehsavar County,county,ir-ardabil-province,False,39.353205,48.005319,osm:r6554957
ir-torghabeh-shandiz-county,شهرستان طرقبه شاندیز,torghabeh shandiz County,county,ir-razavi-khorasan,False,36.305765,59.276757,osm:r6554958
ir-takestan-county,شهرستان تاکستان,Takestan County,county,ir-qazvin-province,False,36.014775,49.568252,osm:r6554959
ir-taybad-county,شهرستان تایباد,Taybad County,county,ir-razavi-khorasan,False,34.744832,60.662766,osm:r6554960
ir-tabriz-county,شهرستان تبریز,Tabriz County,county,ir-east-azerbaijan-province,False,38.102538,46.170155,osm:r6554961
ir-torbat-e-jam-county,شهرستان تربت جام,Torbat-e-jam County,county,ir-razavi-khorasan,False,35.321645,60.65524,osm:r6554962
ir-torbat-e-heydarieh-county,شهرستان تربت حیدریه,Torbat-e-Heydarieh County,county,ir-razavi-khorasan,False,35.422729,59.046083,osm:r6554963
ir-torkaman-county,شهرستان ترکمن,Torkaman County,county,ir-golestan-province,False,36.898172,54.113692,osm:r6554964
ir-taft-county,شهرستان تفت,Taft County,county,ir-yazd-province,False,31.42182,53.796702,osm:r6554965
ir-tafresh-county,شهرستان تفرش,Tafresh County,county,ir-markazi-province,False,34.788424,49.89185,osm:r6554966
ir-takab-county,شهرستان تکاب,Takab County,county,ir-west-azerbaijan-province,False,36.543295,47.162404,osm:r6554967
ir-tonekabon-county,شهرستان تنکابن,Tonekabon County,county,ir-mazandaran-province,False,36.65735,50.813025,osm:r6554968
ir-tangestan-county,شهرستان تنگستان,Tangestan County,county,ir-bushehr-province,False,28.623981,50.930989,osm:r6554969
ir-tehran-county,شهرستان تهران,Tehran County,county,ir-tehran-province,False,35.75719,51.393405,osm:r6554970
ir-tuyserkan-county,شهرستان تویسرکان,Tuyserkan County,county,ir-hamadan-province,False,34.552861,48.311067,osm:r6554971
ir-tiran-and-karvan-county,شهرستان تیران و کرون,Tiran and Karvan County,county,ir-isfahan-province,False,32.783676,51.040625,osm:r6554972
ir-salas-e-babajani-county,شهرستان ثلاث باباجانی,Salas-e Babajani County,county,ir-kermanshah-province,False,34.818694,45.993721,osm:r6554973
ir-jajrom-county,شهرستان جاجرم,Jajrom County,county,ir-north-khorasan-province,False,37.025476,56.669328,osm:r6554974
ir-jask-county,شهرستان جاسک,Jask County,county,ir-hormozgan-province,False,25.703109,58.157361,osm:r6554975
ir-joghatai-county,شهرستان جغتای,Joghatai County,county,ir-razavi-khorasan,False,36.660695,56.980945,osm:r6554976
ir-jolfa-county,شهرستان جلفا,Jolfa County,county,ir-east-azerbaijan-province,False,38.821818,45.964132,osm:r6554977
ir-jam-county,شهرستان جم,Jam County,county,ir-bushehr-province,False,27.920495,52.264361,osm:r6554978
ir-jahrom-county,شهرستان جهرم,Jahrom County,county,ir-fars-province,False,28.595788,53.409558,osm:r6554979
ir-javanrud-county,شهرستان جوانرود,Javanrud County,county,ir-kermanshah-province,False,34.861743,46.325231,osm:r6554980
ir-juybar-county,شهرستان جویبار,Juybar County,county,ir-mazandaran-province,False,36.772506,52.917787,osm:r6554981
ir-jowayin-county,شهرستان جوین,Jowayin County,county,ir-razavi-khorasan,False,36.617497,57.526579,osm:r6554982
ir-jiroft-county,شهرستان جیرفت,Jiroft County,county,ir-kerman-province,False,28.729323,57.54682,osm:r6554983
ir-hajjiabad-county,شهرستان حاجی آباد,Hajjiabad County,county,ir-hormozgan-province,False,28.25449,55.779784,osm:r6554984
ir-hamidieh-county,شهرستان حمیدیه,Hamidieh County,county,ir-khuzestan-province,False,31.49422,48.484442,osm:r6554985
ir-khatam-county,شهرستان خاتم,Khatam County,county,ir-yazd-province,False,29.920953,54.32925,osm:r6554986
ir-khash-county,شهرستان خاش,Khash County,county,ir-sistan-and-baluchestan-province,False,28.085483,61.112687,osm:r6554987
ir-khoda-afarin-county,شهرستان خداآفرین,Khoda Afarin County,county,ir-east-azerbaijan-province,False,39.081188,46.944146,osm:r6554988
ir-khodabandeh-county,شهرستان خدابنده,Khodabandeh County,county,ir-zanjan-province,False,35.999843,48.379853,osm:r6554989
ir-kharameh-county,شهرستان خرامه,Kharameh County,county,ir-fars-province,False,29.518026,53.294539,osm:r6554990
ir-khorramabad-county,شهرستان خرم آباد,Khorramabad County,county,ir-lorestan-province,False,33.386395,48.55942,osm:r6554991
ir-khorambid-county,شهرستان خرم بید,Khorambid County,county,ir-fars-province,False,30.55694,53.122129,osm:r6554992
ir-khoramdareh-county,شهرستان خرمدره,Khoramdareh County,county,ir-zanjan-province,False,36.296536,49.172329,osm:r6554993
ir-khoramshahr-county,شهرستان خرمشهر,Khoramshahr County,county,ir-khuzestan-province,False,30.636073,48.180774,osm:r6554994
ir-kahlkhal-county,شهرستان خلخال,Kahlkhal County,county,ir-ardabil-province,False,37.478435,48.502198,osm:r6554995
ir-khalilabad-county,شهرستان خلیل آباد,Khalilabad County,county,ir-razavi-khorasan,False,35.154881,58.238511,osm:r6554996
ir-khomein-county,شهرستان خمین,Khomein County,county,ir-markazi-province,False,33.664769,50.017281,osm:r6554997
ir-khomeyni-shahr-county,شهرستان خمینی شهر,Khomeyni Shahr County,county,ir-isfahan-province,False,32.678329,51.526703,osm:r6554998
ir-khamir-county,شهرستان خمیر,Khamir County,county,ir-hormozgan-province,False,27.214114,55.578511,osm:r6554999
ir-khonj-county,شهرستان خنج,Khonj County,county,ir-fars-province,False,27.970494,53.012759,osm:r6555000
ir-khondab-county,شهرستان خنداب,Khondab County,county,ir-markazi-province,False,34.381329,49.146184,osm:r6555001
ir-khaf-county,شهرستان خواف,Khaf County,county,ir-razavi-khorasan,False,34.435566,60.062842,osm:r6555002
ir-khansar-county,شهرستان خوانسار,Khansar County,county,ir-isfahan-province,False,33.249221,50.44796,osm:r6555003
ir-khur-and-biabanak-county,شهرستان خور و بیابانک,Khur and Biabanak County,county,ir-isfahan-province,False,33.674171,55.022411,osm:r6555004
ir-khusf-county,شهرستان خوسف,Khusf County,county,ir-south-khorasan-province,False,32.325768,58.729487,osm:r6555005
ir-khoshab-county,شهرستان خوشاب,Khoshab County,county,ir-razavi-khorasan,False,36.572318,58.114975,osm:r6555006
ir-khoy-county,شهرستان خوی,Khoy County,county,ir-west-azerbaijan-province,False,38.643073,44.766398,osm:r6555007
ir-darab-county,شهرستان داراب,Darab County,county,ir-fars-province,False,28.483284,55.058146,osm:r6555008
ir-dalahu-county,شهرستان دالاهو,Dalahu County,county,ir-kermanshah-province,False,34.384098,46.275429,osm:r6555009
ir-damghan-county,شهرستان دامغان,Damghan County,county,ir-semnan-province,False,35.380659,54.359375,osm:r6555010
ir-davarzan-county,شهرستان داورزن,Davarzan County,county,ir-razavi-khorasan,False,36.305362,57.070896,osm:r6555011
ir-darmian-county,شهرستان درمیان,Darmian County,county,ir-south-khorasan-province,False,32.943717,60.147723,osm:r6555012
ir-dargaz-county,شهرستان درگز,Dargaz County,county,ir-razavi-khorasan,False,37.339969,59.076549,osm:r6555014
ir-dezful-county,شهرستان دزفول,Dezful County,county,ir-khuzestan-province,False,32.485326,48.746001,osm:r6555015
ir-dasht-e-azadegan-county,شهرستان دشت آزادگان,Dasht-e-Azadegan County,county,ir-khuzestan-province,False,31.739841,48.041723,osm:r6555016
ir-dashtestan-county,شهرستان دشتستان,Dashtestan County,county,ir-bushehr-province,False,29.224686,51.376305,osm:r6555017
ir-dashti-county,شهرستان دشتی,Dashti County,county,ir-bushehr-province,False,28.402591,51.646709,osm:r6555018
