place,name,kind,source
ir-w600067220,پل پور درویش,colloquial,osm
ir-w600067220,پل پوردرویش,colloquial,osm
ir-w600991243,جمال الدین اسد آبادی,colloquial,osm
ir-w601107485,بلوار توحید شرقی,colloquial,osm
ir-w601455504,بلوار پزشک,colloquial,osm
ir-west-22th-bahman-street-3,فرحبخش غربی,colloquial,osm
ir-baharestan-26,گوشه گابله,old,osm
ir-w602043244,مختاری,colloquial,osm
ir-w602043247,حق وردی,colloquial,osm
ir-w602043249,حق وردی,colloquial,osm
ir-shomali-boulevard,بلوار آزادی,colloquial,osm
ir-martyr-ayyub-ma-adi-st-2,خیابان شهید معادی,colloquial,osm
ir-w603753196,کوچه حاج نجف,colloquial,osm
ir-sumar-pass,پارکینگ بیست و دوم,colloquial,osm
ir-10-6,اطلسی ۱۰,colloquial,osm
ir-w606370794,قائم ۲۵,colloquial,osm
ir-w606382222,گلستان,colloquial,osm
ir-valfajr-st,میدان والفجر,spelling,osm
ir-behzisti-sq,میدان بهزیستی,spelling,osm
ir-mellat-boulevard-5,بلوار ملت,colloquial,osm
ir-mellat-boulevard-6,بلوار ملت,colloquial,osm
ir-w607264332,هشت متری قاضیانی,colloquial,osm
ir-w607723152,گود خزینه,colloquial,osm
ir-bahonar-street-10,خیابان نیاوران,old,osm
ir-alireza-bazdar-2,کامرانیه,old,osm
ir-alireza-bazdar-2,کامرانیه شمالی,colloquial,osm
ir-w608686214,ناصربهایی,colloquial,osm
ir-w609179395,گذر افراقلم,colloquial,osm
ir-w609504516,بلوار شهرداری,old,osm
ir-mozaffari-azar,امیرکبیر,colloquial,osm
ir-w609876473,شهید سلطانی,colloquial,osm
ir-w609958172,خیابان شهدای صنعت آب و برق,old,osm
ir-w609958172,خیابان شهدای آب,colloquial,osm
ir-motahhari-2,خیابان شهید مطهری,colloquial,osm
ir-dampezeshki-shahid-najati,بزرگراه شهید نجاتی,colloquial,osm
ir-lieutenant-general-martyr-haj-qassem-soleymani-blvd-12,بولوار شهدا,old,osm
ir-lieutenant-general-martyr-haj-qassem-soleymani-blvd-12,بولوار شهید قاسم سلیمانی,colloquial,osm
ir-w612264343,محبی ۲۴,colloquial,osm
ir-w612954336,ذوالفقار,colloquial,osm
ir-w613360903,بلوار خلیج فارس,colloquial,osm
ir-w613656265,خیابان شهید سرتیپ نامجو,colloquial,osm
ir-basij-expressway-21,بزرگراه امام رضا (ع),old,osm
ir-w614282453,میدان شهید سولقانی,colloquial,osm
ir-navab-e-safavi-2,سیدی,old,osm
ir-w614447447,بابانظر ۲۹,colloquial,osm
ir-artesh-expressway-3,بلوار لشکرک,old,osm
ir-jahad-square-16,میدان دانشگاه,colloquial,osm
ir-jahad-square-16,میدان آزادی,colloquial,osm
ir-w614959677,زنبیل آباد,colloquial,osm
ir-w614979865,نسترن ۷,colloquial,osm
ir-w615823394,ایستگاه دو,colloquial,osm
ir-w617677484,آبفا,colloquial,osm
ir-w617783843,کنارگذر لنگرود,colloquial,osm
ir-w617852724,میدان پرواز,colloquial,osm
ir-eskandari-3,راه پیما,old,osm
ir-w618138612,بلوار شهید مدرسی (هشتم),colloquial,osm
ir-azadi-blvd-7,بلوار مقامی,spelling,osm
ir-w619390314,شیمیایی,colloquial,osm
ir-w619430749,میدان برج ساعت,colloquial,osm
ir-w621126381,صدف,colloquial,osm
ir-w621509229,روشن پور,colloquial,osm
ir-w621962330,بلوار بعثت,colloquial,osm
ir-w622707413,بیست متری,colloquial,osm
ir-w622941143,سلیمی,colloquial,osm
ir-w623737319,شهدای امنیت,colloquial,osm
ir-w623828019,خیابان رسالت,colloquial,osm
ir-w625039606,لاله,colloquial,osm
ir-w625224964,معین,colloquial,osm
ir-dr-mosadegh,مصدق کاشانی,colloquial,osm
ir-dr-mosadegh,دکتر مصدق,spelling,osm
ir-cyrus-2,سیروس,colloquial,osm
ir-w625705471,هلستان جنوبی,colloquial,osm
ir-w625968544,بلوار بهارستان,colloquial,osm
ir-w626012340,شهید جعفرآبادی,colloquial,osm
ir-w626206854,سیدهاشم موسوی شجری,colloquial,osm
ir-w626239252,خیابان چالوس,colloquial,osm
ir-w626333218,حمام سعدی,colloquial,osm
ir-w627871514,کوی فرهنگ,colloquial,osm
ir-kavoosi,بلوار بیژن,old,osm
ir-w629008877,نوفل,colloquial,osm
ir-w629015154,ادیب 3,colloquial,osm
ir-martyr-sarlak-sq,میدان شهید سرلک,spelling,osm
ir-w629857812,خیابان مهر,colloquial,osm
ir-w630442722,پل شهید پیران,colloquial,osm
ir-w630442723,خیابان دارو پخش,old,osm
ir-w630442723,خیابان شهید نونهال,colloquial,osm
ir-w631272187,نواب صفوی ۸,spelling,osm
ir-w632073504,بهشت ۳,colloquial,osm
ir-valiasr-street-19,پهلوی,old,osm
ir-w632170959,تیر,old,osm
ir-enqelab-e-eslami-street-8,شاهرضا,old,osm
ir-bahar-boulevard-4,بولوار ملک الشعرا بهار,colloquial,osm
ir-basij-square-37,فلکه برق,colloquial,osm
ir-qiam-2,امام خمینی 12,colloquial,osm
ir-shahid-rajaei-9,ایرانشهر,colloquial,osm
ir-7th-parking,گذر شهید صدر,colloquial,osm
ir-hossin-kamran-2,حسین کامران,colloquial,osm
ir-w633576872,گلبرگ شرقی,colloquial,osm
ir-w633860708,خیابان وحدت,colloquial,osm
ir-w633860708,خیابان شهید فخرزاده,colloquial,osm
ir-w633921818,میدان ثارالله,colloquial,osm
ir-w634158483,کوی عین دو,colloquial,osm
ir-khatam-an-nabeein-street-2,میدان باغات,colloquial,osm
ir-w634411425,گرگان به تهران,colloquial,osm
ir-w634411426,گرگان به تهران,colloquial,osm
ir-w634411427,گرگان به تهران,colloquial,osm
ir-w634559037,خیابان شهید شادمان,colloquial,osm
ir-w635349366,میدان کارگر,colloquial,osm
ir-allah-dadi-bridge,پل ابوذر,colloquial,osm
ir-allah-dadi-bridge-2,پل ابوذر,colloquial,osm
ir-w635470723,زاویه,colloquial,osm
ir-alaee,علائی,colloquial,osm
ir-anajafi-boulevard-6,بزرگراه شهید آنجفی,colloquial,osm
ir-gole-nabi-2,دشتستان ۴,old,osm
ir-w637189590,میدان ایزدی,colloquial,osm
ir-w638146647,بهشت بیست وچهارم,colloquial,osm
ir-haydar-amuli-square,میدان صدف,colloquial,osm
ir-w638211436,جاده جهان آباد,old,osm
ir-anajafi-boulevard-7,بزرگراه شهید آنجفی,colloquial,osm
ir-w639116182,بولوار ولایت,old,osm
ir-w639357935,خیابان شهید نوعی اقدم,colloquial,osm
ir-w639357936,خیابان شهید نوعی اقدم,colloquial,osm
ir-w639379582,شهدای نجف آباد,colloquial,osm
ir-w639421986,مصلا,colloquial,osm
ir-w639421992,کمربندی,colloquial,osm
ir-w640460319,سه راه طعنه,colloquial,osm
ir-w640510686,خیابان عمار یاسر,colloquial,osm
ir-w640616267,کنارگذر فتح,colloquial,osm
ir-w641559591,بلوار ملاصدرا,old,osm
ir-w642809600,مندلی,colloquial,osm
ir-w642901129,شهدا,spelling,osm
ir-w643025256,نورالشهدا,colloquial,osm
ir-w645523483,سید مرتضی,colloquial,osm
ir-payambar-azam-63,بزرگراه پیامبر اعظم,spelling,osm
ir-w646965877,میدان گاز,colloquial,osm
ir-w647519822,شهید نواب صفوی,colloquial,osm
ir-w648007927,باغ فامیلی,old,osm
ir-w648007927,شورا _ باغ فامیلی,colloquial,osm
ir-w648022869,خیام ۱۳,colloquial,osm
ir-w648167657,بختیار وهاب زاده,colloquial,osm
ir-w648645008,آزاد غربی,colloquial,osm
ir-shahid-beheshti-10,عباس آباد,colloquial,osm
ir-shahid-beheshti-11,عباس آباد,colloquial,osm
ir-rajaei-5,ملک,colloquial,osm
ir-28th-parking,گذر مهران عفت نژاد,colloquial,osm
ir-w651950642,منوچهری,spelling,osm
ir-valiasr-street-20,کمربندی دشتو,colloquial,osm
ir-makhtoumgholi-faraghi-square,چهار راه آق قایه,colloquial,osm
ir-makhtoumgholi-faraghi-square,میدان مختوم قلی فراغی,spelling,osm
ir-w653579659,لاله,colloquial,osm
ir-martyr-valiollah-mohseni-st,۸.۳۷,colloquial,osm
ir-w653908836,خیابان کمربندی,colloquial,osm
ir-shahidan-rajaei-2,جهاد سازندگی,colloquial,osm
ir-shahidan-rajaei-2,هپکو,colloquial,osm
ir-w654371157,۴۵ متری گلشهر,spelling,osm
ir-amir-ebrahim-darbandi-st,مقصود بیک,old,osm
ir-mosalla-street-2,آب ۲۵۰,colloquial,osm
ir-w657758177,پانزده خرداد ۱۶,colloquial,osm
ir-w659360508,چهار مردان,colloquial,osm
ir-w659360773,طالقانی ۸۶,colloquial,osm
ir-w659360774,انقلاب ۳۴,colloquial,osm
ir-w659688760,گرگان به تهران,colloquial,osm
ir-w660705168,یاس ۳۱,spelling,osm
ir-w661814291,گرگان به تهران,colloquial,osm
ir-w661814292,گرگان به تهران,colloquial,osm
ir-w663353994,فنس,colloquial,osm
ir-w663855977,شیمیایی,colloquial,osm
ir-w664291463,شهید نظری,colloquial,osm
ir-shohadaye-komite-blvd-2,بلوار گلها,colloquial,osm
ir-w665555513,بلوار امام رضا,colloquial,osm
ir-taleqani-17,تخت جمشید,old,osm
ir-w667259063,بیست متری شرقی,colloquial,osm
ir-w667791439,میدان حر,colloquial,osm
ir-w667791451,خیابان ساحلی,colloquial,osm
ir-w667791456,خیابان ساحلی,colloquial,osm
ir-w667791467,میدان رفاه,colloquial,osm
ir-neauphle-le-chateau-street-2,فرانسه,old,osm
ir-w668361981,میدان فرهنگ,colloquial,osm
ir-w668476900,بلوار میرزا ماذون,colloquial,osm
ir-w668519416,شهید پرکار,colloquial,osm
ir-w668993856,فرهنگیان فاز 2 (هجده متری ),colloquial,osm
ir-w669496720,قدر جنوبی,colloquial,osm
ir-w669982835,میدان یاس,old,osm
ir-w669982835,میدان چای بویین,colloquial,osm
ir-w671021633,بلوار بیدوخوار,colloquial,osm
ir-w671293083,جاده راه آهن رشت,colloquial,osm
ir-w671293086,بلوار میرزا کوچک خان,colloquial,osm
ir-w671507393,خیابان اسماعیل بیگ,old,osm
ir-qadir-3,آنتربوس; اینترپوز,colloquial,osm
ir-w672171762,دولتی مقدم ۷- چهارده متری هنرستان,colloquial,osm
ir-martyr-garmabdarri-st-3,احسان,old,osm
ir-martyr-sadoughi-st-2,چمن آرا,old,osm
ir-w672972832,صیاد 62,colloquial,osm
ir-w673390321,شهید مطهری غربی,spelling,osm
ir-valiasr-street-21,مصدق,old,osm
ir-emam-khomeini-street-13,خیابان سپه,old,osm
ir-emam-khomeini-street-13,خیابان امام خمینی,spelling,osm
ir-w674236968,۳۰ متری دوم,colloquial,osm
ir-w674362965,رضا نیک,colloquial,osm
ir-w675297557,خیابان جمهوری اسلامی شمالی,colloquial,osm
ir-w675601164,کوی رودخانه,old,osm
ir-w675601164,بلوار شهید مهدی فتوحی اردکانی,colloquial,osm
ir-w676012386,پروفسور مجید سمیعی,colloquial,osm
ir-w676012388,پروفسور مجید سمیعی,colloquial,osm
ir-damavand-street-6,خیابان تهران نو,old,osm
ir-damavand-street-6,خیابان دماوند,spelling,osm
ir-general-qasem-soleimani-blvd,بلوار غدیر ۲,old,osm
ir-w676719506,عسجدی,colloquial,osm
ir-w676735559,خیابان قزوین,old,osm
ir-w676735559,قزوین,colloquial,osm
ir-beheshti-28,خیابان قزوین,old,osm
ir-beheshti-28,قزوین,colloquial,osm
ir-marnan-street-2,میرزا کوچک خان,colloquial,osm
ir-azadi-boulevard-21,رجائی شهر,colloquial,osm
ir-w677010220,بهشتی 11,colloquial,osm
ir-azadegan-24,فـــــرودگـــــاه,colloquial,osm
ir-sayyad-shirazi-expressway-4,بزرگراه نیاوران,old,osm
ir-sayyad-shirazi-expressway-4,بزرگراه صیاد شیرازی,spelling,osm
ir-w678881990,کوی ۲۰ متری نفت,colloquial,osm
ir-w678905158,شصت‌متری,colloquial,osm
ir-w678923915,۴۵ متری تکاور,colloquial,osm
ir-sayyah-taheri-2,فرزاد طاهری,colloquial,osm
ir-sayyah-taheri-3,فرزاد طاهری,colloquial,osm
ir-w679714192,رازی,colloquial,osm
ir-w679998450,شهید علی رنجبر,colloquial,osm
ir-w680054575,شفا,colloquial,osm
ir-w680131044,حضرت معصومه 34,colloquial,osm
ir-w680132589,حضرت معصومه 28,colloquial,osm
ir-w680187460,حضرت معصومه 26,colloquial,osm
ir-w680438567,پل سنجان,colloquial,osm
ir-abbaspour-square,میدان توانیر,old,osm
ir-shahid-nasrullah-avenue-2,وزرا,old,osm
ir-w681360467,بلوار آیت الله هاشمی رفسنجانی,old,osm
ir-motahhari-street-7,تخت طاووس,old,osm
ir-zad-street-2,خیابان زاد,colloquial,osm
ir-w683631040,جاده مرودشت سلطان آباد,colloquial,osm
ir-w683638525,کوثر ۱۴,colloquial,osm
ir-w683645870,خلبان شهید احمد توکلی,colloquial,osm
ir-w683843612,بلوار کاج,spelling,osm
ir-shariati-street-17,خیابان شمیران,old,osm
ir-w683972239,بلوار توحید شرقی,colloquial,osm
ir-w683972242,بلوار توحید شرقی,colloquial,osm
ir-w684021040,شهید مجید صفار مشهدی,colloquial,osm
ir-w684021040,10 متری عطار,colloquial,osm
ir-w684074592,بولوار ولایت,old,osm
ir-taleqani-18,تخت جمشید,old,osm
ir-sa-idi-highway-4,بزرگراه شهیاد,old,osm
ir-w684172595,رشت - لاهیجان,colloquial,osm
ir-w684212197,بلوار توحید شرقی,colloquial,osm
ir-w684212199,بلوار توحید غربی,colloquial,osm
ir-w684255328,بلوار رسالت,colloquial,osm
ir-w684438440,مزار شهدا,colloquial,osm
ir-w684762375,بقراط ۱۳,colloquial,osm
ir-moallem-square-32,میدان شهید حسین پور,colloquial,osm
ir-piroozi-street-7,پیروزی,spelling,osm
ir-afshari-2,ساقدوش,old,osm
ir-w685194454,بلوار نورمنش,colloquial,osm
ir-1-17,شهید محمد رحیم جمالی,colloquial,osm
ir-yasini-expressway-2,افسریه,old,osm
ir-basij-expressway-22,افسریه,old,osm
ir-w685797830,شهید استاد,colloquial,osm
ir-salami-local-lane-2,کنارگذر آزادگان,colloquial,osm
ir-salami-local-lane-3,کنارگذر آزادگان,colloquial,osm
ir-imam-ali-expressway-21,امام علی,colloquial,osm
ir-imam-ali-expressway-22,امام علی,colloquial,osm
ir-sayyad-shirazi-expressway-5,بزرگراه نیاوران,old,osm
ir-sayyad-shirazi-expressway-5,بزرگراه صیاد شیرازی,spelling,osm
ir-sayyad-shirazi-expressway-6,بزرگراه نیاوران,old,osm
ir-sayyad-shirazi-expressway-6,بزرگراه صیاد شیرازی,spelling,osm
ir-sayyad-shirazi-expressway-7,بزرگراه نیاوران,old,osm
ir-sayyad-shirazi-expressway-7,بزرگراه صیاد شیرازی,spelling,osm
ir-major-general-pilot-martyr-mohammad-haji-overpass-3,پل شهید حاجی,colloquial,osm
ir-shahid-rashid-street-6,Hengam Blvd,old,osm
ir-ali-abad-katool-ring-road-4,کمربندی علی آباد کتول,colloquial,osm
ir-shariati-boulevard-11,معالی آباد,colloquial,osm
ir-w687389745,22 Bahman Street,spelling,osm
ir-hejazi-expressway-3,اتوبان تهران کرج,old,osm
ir-w687719708,میدان ساعت,colloquial,osm
ir-w687719709,میدان ساعت,colloquial,osm
ir-w687725791,صمدو,colloquial,osm
ir-w687927751,خیابان نیلوفر,colloquial,osm
ir-salami-local-lane-4,کنارگذر آزادگان,colloquial,osm
ir-w688316482,بلوار شهرداری,old,osm
ir-jouriki-blvd-2,بلوار شهرداری,old,osm
ir-w688322547,آذر,colloquial,osm
ir-w688498163,کوچه سینما,colloquial,osm
ir-shahid-soleimani-expressway-13,بزرگراه رسالت,old,osm
ir-artesh-expressway-4,بلوار لشکرک,old,osm
ir-artesh-expressway-5,بلوار لشکرک,old,osm
ir-artesh-expressway-6,بلوار لشکرک,old,osm
ir-valiasr-street-22,مصدق,colloquial,osm
ir-hemmat-expressway-21,بزرگراه شمال عباس آباد,old,osm
ir-hemmat-expressway-22,بزرگراه شمال عباس آباد,old,osm
ir-sheykh-fazlollah-noori-expressway-4,بزرگراه ایوبی,old,osm
ir-sheykh-fazlollah-noori-expressway-5,بزرگراه ایوبی,old,osm
ir-sheykh-fazlollah-noori-expressway-6,بزرگراه ایوبی,old,osm
ir-sheykh-fazlollah-noori-expressway-7,بزرگراه ایوبی,old,osm
ir-sheykh-fazlollah-noori-expressway-8,بزرگراه ایوبی,old,osm
ir-dr-badrolzaman-gharib-street,خیابان اجتماعی,colloquial,osm
ir-w689412720,بلوار نورمنش,colloquial,osm
ir-mohammadi-4,دستور,old,osm
ir-mohammadi-4,نظامی,colloquial,osm
ir-yadegar-e-emam-expressway-21,بزرگراه ۱۰۰,old,osm
ir-w689583770,بلوار فرزان,colloquial,osm
ir-martyr-anvari-sq,میدان شهید انوری,spelling,osm
ir-yadegar-e-emam-expressway-22,بزرگراه ۱۰۰,old,osm
ir-shariati-street-18,خیابان شمیران,old,osm
ir-w690712089,میدان درویشی,colloquial,osm
ir-hefdah-shahrivar-street-11,شهناز,old,osm
ir-panzdahe-khordad-2,بوذرجمهری,old,osm
ir-w690848261,خیابان کوروش,old,osm
ir-w690848261,چهل متری سیروس,colloquial,osm
ir-w690911301,رازی,colloquial,osm
ir-atayi-2,خیابان عطایی,colloquial,osm
ir-atayi-3,خیابان عطایی,colloquial,osm
ir-martyr-davar-yosri-st,خیابان والی,old,osm
ir-martyr-davar-yosri-st,خیابان شهید یسری,colloquial,osm
ir-valiasr-17,محمدرضا رشیدی,colloquial,osm
ir-valiasr-17,خیابان اراج,colloquial,osm
ir-w692168455,مستهلک,colloquial,osm
ir-w692205413,گلخانه,colloquial,osm
ir-w692205424,گلخانه,colloquial,osm
ir-lieutenant-general-martyr-haj-qassem-soleymani-highway-2,بزرگراه رسالت جنوبی,old,osm
ir-lieutenant-general-martyr-haj-qassem-soleymani-highway-2,بزرگراه قاسم سلیمانی,colloquial,osm
