id,name,name_en,code,kind,parent_id/id,in_path,latitude,longitude,source
place_country-ir,ایران,IR,ir-ir,country,,False,,,osm:country-ir
place_r12242407,جزیره خارک,,ir-r12242407,city,,True,29.156213,50.34649,osm:r12242407
place_province-ir-18,استان بوشهر,Bushehr Province,ir-bushehr-province,province,place_country-ir,True,,,osm:province-ir-18
place_r1015996,استان البرز,Alborz Province,ir-alborz-province,province,place_country-ir,True,35.940076,50.783396,osm:r1015996
place_r2232180,استان آذربایجان شرقی,East Azerbaijan Province,ir-east-azerbaijan-province,province,place_country-ir,True,38.076452,46.553421,osm:r2232180
place_r225444,استان خراسان شمالی,North Khorasan Province,ir-north-khorasan-province,province,place_country-ir,True,37.426931,57.192619,osm:r225444
place_r229593,استان کرمان,Kerman Province,ir-kerman-province,province,place_country-ir,True,29.198069,57.268933,osm:r229593
place_r229766,استان ایلام,Ilam Province,ir-ilam-province,province,place_country-ir,True,33.043323,46.872409,osm:r229766
place_r229893,استان لرستان,Lorestan Province,ir-lorestan-province,province,place_country-ir,True,33.515196,48.323312,osm:r229893
place_r229958,استان مرکزی,Markazi Province,ir-markazi-province,province,place_country-ir,True,34.477168,49.581814,osm:r229958
place_r230033,استان چهارمحال و بختیاری,Chaharmahal and Bakhtiyari Province,ir-chaharmahal-and-bakhtiyari-province,province,place_country-ir,True,31.97851,50.809375,osm:r230033
place_r241037,استان کرمانشاه,Kermanshah Province,ir-kermanshah-province,province,place_country-ir,True,34.486732,46.808727,osm:r241037
place_r241038,استان همدان,Hamadan Province,ir-hamadan-province,province,place_country-ir,True,34.869817,48.559012,osm:r241038
place_r241471,استان قزوین,Qazvin Province,ir-qazvin-province,province,place_country-ir,True,36.102803,50.043565,osm:r241471
place_r241472,استان گیلان,Gilan Province,ir-gilan-province,province,place_country-ir,True,37.506949,49.543267,osm:r241472
place_r241473,استان زنجان,Zanjan Province,ir-zanjan-province,province,place_country-ir,True,36.411131,48.401451,osm:r241473
place_r241474,استان سمنان,Semnan Province,ir-semnan-province,province,place_country-ir,True,35.78164,54.994677,osm:r241474
place_r241475,استان اصفهان,Isfahan Province,ir-isfahan-province,province,place_country-ir,True,32.61191,52.075289,osm:r241475
place_r241478,استان کهگیلویه و بویر احمد,Kohgiluye and Buyer Ahmad Province,ir-kohgiluye-and-buyer-ahmad-province,province,place_country-ir,True,30.691773,51.108371,osm:r241478
place_r241546,استان کردستان,Kurdistan Province,ir-kurdistan-province,province,place_country-ir,True,35.59777,46.994925,osm:r241546
place_r241593,استان آذربایجان غربی,West Azerbaijan Province,ir-west-azerbaijan-province,province,place_country-ir,True,37.875124,44.854646,osm:r241593
place_r255446,استان فارس,Fars Province,ir-fars-province,province,place_country-ir,True,29.362098,53.297733,osm:r255446
place_r269635,استان اردبیل,Ardabil Province,ir-ardabil-province,province,place_country-ir,True,38.40657,47.985721,osm:r269635
place_r269900,استان مازندران,Mazandaran Province,ir-mazandaran-province,province,place_country-ir,True,36.448651,52.402976,osm:r269900
place_r269903,استان گلستان,Golestan Province,ir-golestan-province,province,place_country-ir,True,37.315655,54.732757,osm:r269903
place_r3300249,استان یزد,Yazd Province,ir-yazd-province,province,place_country-ir,True,31.491403,54.48901,osm:r3300249
place_r3385992,استان هرمزگان,Hormozgan Province,ir-hormozgan-province,province,place_country-ir,True,26.994522,55.114016,osm:r3385992
place_r3661581,استان خوزستان,Khuzestan Province,ir-khuzestan-province,province,place_country-ir,True,31.333309,48.979863,osm:r3661581
place_r537657,استان خراسان رضوی,Razavi Khorasan,ir-razavi-khorasan,province,place_country-ir,True,35.795453,59.048041,osm:r537657
place_r537658,استان خراسان جنوبی,South Khorasan Province,ir-south-khorasan-province,province,place_country-ir,True,32.832878,58.224846,osm:r537658
place_r537693,استان سیستان و بلوچستان,Sistan and Baluchestan Province,ir-sistan-and-baluchestan-province,province,place_country-ir,True,28.16206,61.154764,osm:r537693
place_r537701,استان تهران,Tehran Province,ir-tehran-province,province,place_country-ir,True,35.48344,51.410462,osm:r537701
place_r537702,استان قم,Qom Province,ir-qom-province,province,place_country-ir,True,34.688144,51.011449,osm:r537702
place_r11015551,بخش مرکزی شهرستان صالح آباد,,ir-r11015551,county,place_r537657,False,35.670621,60.948684,osm:r11015551
place_r11093556,شهرستان زبرخان,Zeberkhan County,ir-zeberkhan-county,county,place_r537657,False,36.083359,59.131329,osm:r11093556
place_r11093557,شهرستان ششتمد,Sheshtamad County,ir-sheshtamad-county,county,place_r537657,False,35.811027,57.942886,osm:r11093557
place_r11096697,شهرستان کوهسرخ,KoohSorkh County,ir-koohsorkh-county,county,place_r537657,False,35.607512,58.398051,osm:r11096697
place_r11144781,شهرستان خانمیرزا,Khanmirza County,ir-khanmirza-county,county,place_r230033,False,31.575279,50.993983,osm:r11144781
place_r11147665,شهرستان بمپور,Bampour County,ir-bampour-county,county,place_r537693,False,27.167688,60.242656,osm:r11147665
place_r11147752,شهرستان اصلاندوز,AslanDuz County,ir-aslanduz-county,county,place_r269635,False,39.371593,47.558418,osm:r11147752
place_r11155682,شهرستان هلیلان,Holeylan County,ir-holeylan-county,county,place_r229766,False,33.809284,47.09664,osm:r11155682
place_r11164344,شهرستان کوه‌چنار,Kooh Chenar County,ir-kooh-chenar-county,county,place_r255446,False,29.759969,51.750193,osm:r11164344
place_r11166543,شهرستان سرچهان,Sarchehan County,ir-sarchehan-county,county,place_r255446,False,30.073166,53.667006,osm:r11166543
place_r11166656,شهرستان بختگان,Bakhtegan County,ir-bakhtegan-county,county,place_r255446,False,29.60441,53.843451,osm:r11166656
place_r12164947,دهستان تمبک,Tombak Rural District,ir-tombak-rural-district,county,place_province-ir-18,False,27.555468,51.998219,osm:r12164947
place_r12173252,شهرستان گلبهار,Golbahar County,ir-golbahar-county,county,place_r537657,False,36.565819,59.180168,osm:r12173252
place_r12225017,شهرستان راسک,Rask County,ir-rask-county,county,place_r537693,False,26.158134,61.545443,osm:r12225017
place_r12225357,شهرستان دشتیاری,Dashtiari County,ir-dashtiari-county,county,place_r537693,False,25.395879,61.311031,osm:r12225357
place_r12225371,شهرستان درگزین,Dargazin County,ir-dargazin-county,county,place_r241038,False,35.354123,49.257093,osm:r12225371
place_r12225381,شهرستان مارگون,Margown County,ir-margown-county,county,place_r241478,False,31.170976,50.866739,osm:r12225381
place_r12242493,دهستان دویره,,ir-r12242493,county,place_province-ir-18,False,29.023002,51.066868,osm:r12242493
place_r12242538,دهستان چاه کوتاه,,ir-r12242538,county,place_province-ir-18,False,29.14899,51.005142,osm:r12242538
place_r12242571,دهستان شیرینو,Shirinu Rural District,ir-shirinu-rural-district,county,place_province-ir-18,False,27.403438,52.282629,osm:r12242571
place_r13073995,شهرستان کرخه,Karkheh County,ir-karkheh-county,county,place_r3661581,False,31.871957,48.363617,osm:r13073995
place_r13074061,شهرستان خمام,Khomam County,ir-khomam-county,county,place_r241472,False,37.551874,49.72121,osm:r13074061
place_r13074214,شهرستان چوار,Chavar County,ir-chavar-county,county,place_r229766,False,33.696339,46.085517,osm:r13074214
place_r13074227,شهرستان انگوت,Ungut County,ir-ungut-county,county,place_r269635,False,39.044074,47.706448,osm:r13074227
place_r14474227,شهرستان مروست,Marvast County,ir-marvast-county,county,place_r3300249,False,30.512804,54.212192,osm:r14474227
place_r14474249,شهرستان هرند,Harand County,ir-harand-county,county,place_r241475,False,32.501984,52.349231,osm:r14474249
place_r14474257,شهرستان ورزنه,Varzaneh County,ir-varzaneh-county,county,place_r241475,False,32.29787,52.71605,osm:r14474257
place_r14474282,شهرستان جرقویه,Jarqavieh County,ir-jarqavieh-county,county,place_r241475,False,31.986088,52.472242,osm:r14474282
place_r14474306,شهرستان کوهپایه,Kuhpayeh County,ir-kuhpayeh-county,county,place_r241475,False,32.738364,52.352657,osm:r14474306
place_r14484875,شهرستان چهاربرج,Chaharborj County,ir-chaharborj-county,county,place_r241593,False,37.13138,45.909104,osm:r14484875
place_r14484928,شهرستان باروق,Baruq County,ir-baruq-county,county,place_r241593,False,36.918415,46.398923,osm:r14484928
place_r14485001,شهرستان دزپارت,Dezpart County,ir-dezpart-county,county,place_r3661581,False,31.673313,50.21115,osm:r14485001
place_r16505544,شهرستان میرآباد,Mirabad County,ir-mirabad-county,county,place_r241593,False,36.342192,45.433132,osm:r16505544
place_r16512852,شهرستان جویم,Juyom County,ir-juyom-county,county,place_r255446,False,28.180044,53.476218,osm:r16512852
place_r16545694,شهرستان فلارد,Falard County,ir-falard-county,county,place_r230033,False,31.287598,51.18999,osm:r16545694
place_r16703149,بخش سیراف,Siraf District,ir-siraf-district,county,place_province-ir-18,False,27.460675,52.186386,osm:r16703149
place_r16712076,شهرستان صیدون,Seydun County,ir-seydun-county,county,place_r3661581,False,31.380851,50.144942,osm:r16712076
place_r19341048,بخش میان‌جلگه,,ir-r19341048,county,place_r537657,False,35.86588,58.690744,osm:r19341048
place_r19341057,بخش گلبهار,,ir-r19341057,county,place_r537657,False,36.565819,59.180168,osm:r19341057
place_r19515969,شهرستان جازموریان,Jazmurian County,ir-jazmurian-county,county,place_r229593,False,27.853708,58.577145,osm:r19515969
place_r19980164,Etrek,Etrek,ir-etrek,county,place_province-ir-18,False,37.663857,54.7648,osm:r19980164
place_r2390404,شهرستان چالدران,Chaldoran County,ir-chaldoran-county,county,place_r241593,False,39.107433,44.447066,osm:r2390404
place_r269911,شهرستان شیروان,Shirwan County,ir-shirwan-county,county,place_r225444,False,37.523869,57.968418,osm:r269911
place_r269912,شهرستان اسفراین,Esfarayen County,ir-esfarayen-county,county,place_r225444,False,36.995322,57.357095,osm:r269912
place_r5134018,شهرستان سقز,Saqqez County,ir-saqqez-county,county,place_r241546,False,36.122734,46.357484,osm:r5134018
place_r5143134,شهرستان بانه,Baneh County,ir-baneh-county,county,place_r241546,False,36.002193,45.867615,osm:r5143134
place_r6554262,ولسوالی کهسان,Kohsan,ir-kohsan,county,place_province-ir-18,False,34.612987,61.174716,osm:r6554262
place_r6554852,شهرستان آبادان,Abadan County,ir-abadan-county,county,place_r3661581,False,30.155576,48.744129,osm:r6554852
place_r6554853,شهرستان آباده,Abadeh County,ir-abadeh-county,county,place_r255446,False,31.221258,52.415206,osm:r6554853
place_r6554855,شهرستان آبیک,Abyek County,ir-abyek-county,county,place_r241471,False,36.08864,50.345886,osm:r6554855
place_r6554856,شهرستان آذرشهر,Azarshahr County,ir-azarshahr-county,county,place_r2232180,False,37.730018,45.868894,osm:r6554856
place_r6554857,شهرستان آرادان,Aradan County,ir-aradan-county,county,place_r241474,False,34.926346,52.633839,osm:r6554857
place_r6554858,شهرستان آران و بیدگل,Aran and Bidgol County,ir-aran-and-bidgol-county,county,place_r241475,False,34.151084,51.862004,osm:r6554858
place_r6554859,شهرستان آزادشهر,Azadshahr County,ir-azadshahr-county,county,place_r269903,False,36.995567,55.404788,osm:r6554859
place_r6554860,شهرستان آستارا,Astara County,ir-astara-county,county,place_r241472,False,38.354804,48.85314,osm:r6554860
place_r6554861,شهرستان آستانه اشرفیه,Astaneh-ye Ashrafiyeh County,ir-astaneh-ye-ashrafiyeh-county,county,place_r241472,False,37.434416,50.055118,osm:r6554861
place_r6554862,شهرستان آشتیان,Ashtian County,ir-ashtian-county,county,place_r229958,False,34.440639,50.020945,osm:r6554862
place_r6554863,شهرستان آغاجاری,Aghajari County,ir-aghajari-county,county,place_r3661581,False,30.747447,49.910266,osm:r6554863
place_r6554864,شهرستان آق قلا,Aqqala County,ir-aqqala-county,county,place_r269903,False,37.18997,54.531321,osm:r6554864
place_r6554865,شهرستان آمل,Amol County,ir-amol-county,county,place_r269900,False,36.215759,52.309764,osm:r6554865
place_r6554866,شهرستان آوج,Avaj County,ir-avaj-county,county,place_r241471,False,35.680395,49.205277,osm:r6554866
place_r6554867,شهرستان ابرکوه,Abarkuh County,ir-abarkuh-county,county,place_r3300249,False,31.120012,53.346471,osm:r6554867
place_r6554868,شهرستان ابهر,Abhar County,ir-abhar-county,county,place_r241473,False,36.129635,49.161815,osm:r6554868
place_r6554869,شهرستان ابوموسی,Abumusa County,ir-abumusa-county,county,place_r3385992,False,26.132821,54.816858,osm:r6554869
place_r6554870,شهرستان اراک,Arak County,ir-arak-county,county,place_r229958,False,34.143551,49.880639,osm:r6554870
place_r6554871,شهرستان اردبیل,Ardabil city,ir-ardabil-city,county,place_r269635,False,38.285981,48.166252,osm:r6554871
place_r6554872,شهرستان اردستان,Ardestan County,ir-ardestan-county,county,place_r241475,False,33.65326,52.57374,osm:r6554872
place_r6554873,شهرستان اردکان,Ardakan County,ir-ardakan-county,county,place_r3300249,False,32.695257,54.862454,osm:r6554873
place_r6554874,شهرستان اردل,Ardal County,ir-ardal-county,county,place_r230033,False,31.914051,50.372244,osm:r6554874
place_r6554875,شهرستان ارزوئیه,Arzuiyeh County,ir-arzuiyeh-county,county,place_r229593,False,28.469806,56.495009,osm:r6554875
place_r6554876,شهرستان ارسنجان,Arsanjan County,ir-arsanjan-county,county,place_r255446,False,29.848453,53.398107,osm:r6554876
place_r6554877,شهرستان ارومیه,Urumia County,ir-urumia-county,county,place_r241593,False,37.652199,45.026017,osm:r6554877
place_r6554878,شهرستان ازنا,Azna County,ir-azna-county,county,place_r229893,False,33.48992,49.42874,osm:r6554878
place_r6554879,شهرستان استهبان,Estahban County,ir-estahban-county,county,place_r255446,False,29.176164,53.860634,osm:r6554879
place_r6554880,شهرستان اسدآباد,Asadabad County,ir-asadabad-county,county,place_r241038,False,34.787031,48.037649,osm:r6554880
place_r6554882,شهرستان اسکو,Osku County,ir-osku-county,county,place_r2232180,False,37.85541,46.15983,osm:r6554882
place_r6554883,شهرستان اسلام آباد غرب,Eslamabad-e Gharb County,ir-eslamabad-e-gharb-county,county,place_r241037,False,34.042977,46.651986,osm:r6554883
place_r6554884,شهرستان اسلامشهر,Eslamshahr County,ir-eslamshahr-county,county,place_r537701,False,35.57128,51.250126,osm:r6554884
place_r6554885,شهرستان اشتهارد,Eshtehard County,ir-eshtehard-county,county,place_r1015996,False,35.693873,50.49805,osm:r6554885
place_r6554886,شهرستان اشکذر,Ashkezar County,ir-ashkezar-county,county,place_r3300249,False,31.987673,53.98222,osm:r6554886
place_r6554887,شهرستان اشنویه,Oshnavieh County,ir-oshnavieh-county,county,place_r241593,False,37.080191,45.022879,osm:r6554887
place_r6554888,شهرستان اصفهان,Isfahan County,ir-isfahan-county,county,place_r241475,False,32.569084,51.820743,osm:r6554888
place_r6554889,شهرستان اقلید,Eqlid County,ir-eqlid-county,county,place_r255446,False,30.661593,52.363714,osm:r6554889
place_r6554890,شهرستان البرز,Alborz County,ir-alborz-county,county,place_r241471,False,36.213809,50.124997,osm:r6554890
place_r6554891,شهرستان الیگودرز,Aligudarz County,ir-aligudarz-county,county,place_r229893,False,33.138798,49.383692,osm:r6554891
place_r6554892,شهرستان املش,Amlash County,ir-amlash-county,county,place_r241472,False,36.974937,50.143054,osm:r6554892
place_r6554893,شهرستان امیدیه,Omidieh County,ir-omidieh-county,county,place_r3661581,False,30.792077,49.694171,osm:r6554893
place_r6554894,شهرستان انار,Anar County,ir-anar-county,county,place_r229593,False,30.81542,55.317671,osm:r6554894
place_r6554895,شهرستان اندیکا,Andika County,ir-andika-county,county,place_r3661581,False,32.321387,49.597057,osm:r6554895
place_r6554896,شهرستان اندیمشک,Andimeshk County,ir-andimeshk-county,county,place_r3661581,False,32.636598,48.217306,osm:r6554896
place_r6554897,شهرستان اهر,Ahar County,ir-ahar-county,county,place_r2232180,False,38.531263,47.138559,osm:r6554897
place_r6554898,شهرستان اهواز,Ahvaz County,ir-ahvaz-county,county,place_r3661581,False,31.320838,48.867044,osm:r6554898
place_r6554899,شهرستان ایجرود,Ijrud County,ir-ijrud-county,county,place_r241473,False,36.317764,48.158934,osm:r6554899
place_r6554900,شهرستان ایذه,Izeh County,ir-izeh-county,county,place_r3661581,False,32.007935,49.913672,osm:r6554900
place_r6554901,شهرستان ایرانشهر,Iranshahr County,ir-iranshahr-county,county,place_r537693,False,27.666405,60.095702,osm:r6554901
place_r6554902,شهرستان ایلام,Ilam County,ir-ilam-county,county,place_r229766,False,33.523385,46.527918,osm:r6554902
place_r6554904,شهرستان بابل,Babol County,ir-babol-county,county,place_r269900,False,36.266984,52.600326,osm:r6554904
place_r6554905,شهرستان بابلسر,Babolsar County,ir-babolsar-county,county,place_r269900,False,36.823528,52.698938,osm:r6554905
place_r6554906,شهرستان باخرز,Bakharz County,ir-bakharz-county,county,place_r537657,False,35.052027,60.261776,osm:r6554906
place_r6554907,شهرستان باشت,Basht County,ir-basht-county,county,place_r241478,False,30.444991,51.089284,osm:r6554907
place_r6554908,شهرستان باغ ملک,Baghmalek County,ir-baghmalek-county,county,place_r3661581,False,31.46818,49.885486,osm:r6554908
place_r6554909,شهرستان بافت,Baft County,ir-baft-county,county,place_r229593,False,29.056432,56.489045,osm:r6554909
place_r6554910,شهرستان بافق,Bafq County,ir-bafq-county,county,place_r3300249,False,31.645854,55.468031,osm:r6554910
place_r6554912,شهرستان باوی,Bavi County,ir-bavi-county,county,place_r3661581,False,31.527299,48.947567,osm:r6554912
place_r6554913,شهرستان بجستان,Bajestan County,ir-bajestan-county,county,place_r537657,False,34.579095,58.165163,osm:r6554913
place_r6554914,شهرستان بجنورد,Bojnurd County,ir-bojnurd-county,county,place_r225444,False,37.613104,57.404229,osm:r6554914
place_r6554915,شهرستان بدره,Badreh County,ir-badreh-county,county,place_r229766,False,33.316433,47.031904,osm:r6554915
place_r6554916,شهرستان برخوار,Borkhar County,ir-borkhar-county,county,place_r241475,False,33.013319,51.767592,osm:r6554916
place_r6554917,شهرستان بردسکن,Bardaskan County,ir-bardaskan-county,county,place_r537657,False,35.140069,57.434323,osm:r6554917
place_r6554918,شهرستان بردسیر,Bardsir County,ir-bardsir-county,county,place_r229593,False,29.793449,56.706941,osm:r6554918
place_r6554920,شهرستان بروجرد,Borujerd County,ir-borujerd-county,county,place_r229893,False,33.864909,48.770741,osm:r6554920
place_r6554925,شهرستان بروجن,Borujen County,ir-borujen-county,county,place_r230033,False,31.857447,51.127783,osm:r6554925
place_r6554929,شهرستان بستان آباد,Bostanabad County,ir-bostanabad-county,county,place_r2232180,False,37.811285,46.757757,osm:r6554929
place_r6554931,شهرستان بستک,Bastak County,ir-bastak-county,county,place_r3385992,False,27.186852,54.60679,osm:r6554931
place_r6554932,شهرستان بشاگرد,Bashagard County,ir-bashagard-county,county,place_r3385992,False,26.510589,58.186978,osm:r6554932
place_r6554933,شهرستان بشرویه,Boshruyeh County,ir-boshruyeh-county,county,place_r537658,False,34.174848,57.352758,osm:r6554933
place_r6554934,شهرستان بم,Bam County,ir-bam-county,county,place_r229593,False,29.065884,58.1881,osm:r6554934
place_r6554935,شهرستان بن,Ben County,ir-ben-county,county,place_r230033,False,32.586007,50.619011,osm:r6554935
place_r6554936,شهرستان بناب,Bonab County,ir-bonab-county,county,place_r2232180,False,37.351862,45.931035,osm:r6554936
place_r6554937,شهرستان بندر لنگه,Bandar Lengeh County,ir-bandar-lengeh-county,county,place_r3385992,False,26.708026,54.118502,osm:r6554937
place_r6554938,شهرستان بندر انزلی,Bandar-e-Anzali County,ir-bandar-e-anzali-county,county,place_r241472,False,37.556596,49.447968,osm:r6554938
place_r6554939,شهرستان بندرعباس,Bandar-e-Abbas County,ir-bandar-e-abbas-county,county,place_r3385992,False,27.459616,56.308296,osm:r6554939
place_r6554940,شهرستان بندر ماهشهر,Bandar-e-Mahshahr County,ir-bandar-e-mahshahr-county,county,place_r3661581,False,30.361209,49.261642,osm:r6554940
place_r6554941,شهرستان بندر گز,Bandar-e-Gaz County,ir-bandar-e-gaz-county,county,place_r269903,False,36.771842,53.952638,osm:r6554941
place_r6554942,شهرستان بهاباد,Behabad County,ir-behabad-county,county,place_r3300249,False,32.016275,56.067147,osm:r6554942
place_r6554943,شهرستان بهار,Bahar County,ir-bahar-county,county,place_r241038,False,34.956205,48.335774,osm:r6554943
place_r6554945,شهرستان بهارستان,Baharestan County,ir-baharestan-county,county,place_r537701,False,35.533153,51.16509,osm:r6554945
place_r6554946,شهرستان بهبهان,Behbahan County,ir-behbahan-county,county,place_r3661581,False,30.549123,50.301575,osm:r6554946
place_r6554947,شهرستان بهشهر,Behshahr County,ir-behshahr-county,county,place_r269900,False,36.764482,53.485272,osm:r6554947
place_r6554948,شهرستان بهمئی,Bahmai County,ir-bahmai-county,county,place_r241478,False,30.983862,50.079254,osm:r6554948
place_r6554949,شهرستان بوئین زهرا,Buin Zahra County,ir-buin-zahra-county,county,place_r241471,False,35.839466,49.98885,osm:r6554949
place_r6554950,شهرستان بوئین و میاندشت,Buin and Miandasht County,ir-buin-and-miandasht-county,county,place_r241475,False,33.163109,50.105278,osm:r6554950
place_r6554951,شهرستان بوانات,Bavanat County,ir-bavanat-county,county,place_r255446,False,30.435686,53.647039,osm:r6554951
place_r6554953,شهرستان بوکان,Bukan County,ir-bukan-county,county,place_r241593,False,36.528571,46.198002,osm:r6554953
place_r6554954,شهرستان بویراحمد,Buyerahmad County,ir-buyerahmad-county,county,place_r241478,False,30.758824,51.387223,osm:r6554954
place_r6554955,شهرستان بیجار,Bijar County,ir-bijar-county,county,place_r241546,False,35.951367,47.597986,osm:r6554955
place_r6554956,شهرستان بیرجند,Birjand County,ir-birjand-county,county,place_r537658,False,33.084926,59.146225,osm:r6554956
place_r6554957,شهرستان بیله سوار,Bilehsavar County,ir-bilehsavar-county,county,place_r269635,False,39.353205,48.005319,osm:r6554957
place_r6554958,شهرستان طرقبه شاندیز,torghabeh shandiz County,ir-torghabeh-shandiz-county,county,place_r537657,False,36.305765,59.276757,osm:r6554958
place_r6554959,شهرستان تاکستان,Takestan County,ir-takestan-county,county,place_r241471,False,36.014775,49.568252,osm:r6554959
place_r6554960,شهرستان تایباد,Taybad County,ir-taybad-county,county,place_r537657,False,34.744832,60.662766,osm:r6554960
place_r6554961,شهرستان تبریز,Tabriz County,ir-tabriz-county,county,place_r2232180,False,38.102538,46.170155,osm:r6554961
place_r6554962,شهرستان تربت جام,Torbat-e-jam County,ir-torbat-e-jam-county,county,place_r537657,False,35.321645,60.65524,osm:r6554962
place_r6554963,شهرستان تربت حیدریه,Torbat-e-Heydarieh County,ir-torbat-e-heydarieh-county,county,place_r537657,False,35.422729,59.046083,osm:r6554963
place_r6554964,شهرستان ترکمن,Torkaman County,ir-torkaman-county,county,place_r269903,False,36.898172,54.113692,osm:r6554964
place_r6554965,شهرستان تفت,Taft County,ir-taft-county,county,place_r3300249,False,31.42182,53.796702,osm:r6554965
place_r6554966,شهرستان تفرش,Tafresh County,ir-tafresh-county,county,place_r229958,False,34.788424,49.89185,osm:r6554966
place_r6554967,شهرستان تکاب,Takab County,ir-takab-county,county,place_r241593,False,36.543295,47.162404,osm:r6554967
place_r6554968,شهرستان تنکابن,Tonekabon County,ir-tonekabon-county,county,place_r269900,False,36.65735,50.813025,osm:r6554968
place_r6554969,شهرستان تنگستان,Tangestan County,ir-tangestan-county,county,place_province-ir-18,False,28.623981,50.930989,osm:r6554969
place_r6554970,شهرستان تهران,Tehran County,ir-tehran-county,county,place_r537701,False,35.75719,51.393405,osm:r6554970
place_r6554971,شهرستان تویسرکان,Tuyserkan County,ir-tuyserkan-county,county,place_r241038,False,34.552861,48.311067,osm:r6554971
place_r6554972,شهرستان تیران و کرون,Tiran and Karvan County,ir-tiran-and-karvan-county,county,place_r241475,False,32.783676,51.040625,osm:r6554972
place_r6554973,شهرستان ثلاث باباجانی,Salas-e Babajani County,ir-salas-e-babajani-county,county,place_r241037,False,34.818694,45.993721,osm:r6554973
place_r6554974,شهرستان جاجرم,Jajrom County,ir-jajrom-county,county,place_r225444,False,37.025476,56.669328,osm:r6554974
place_r6554975,شهرستان جاسک,Jask County,ir-jask-county,county,place_r3385992,False,25.703109,58.157361,osm:r6554975
place_r6554976,شهرستان جغتای,Joghatai County,ir-joghatai-county,county,place_r537657,False,36.660695,56.980945,osm:r6554976
place_r6554977,شهرستان جلفا,Jolfa County,ir-jolfa-county,county,place_r2232180,False,38.821818,45.964132,osm:r6554977
place_r6554978,شهرستان جم,Jam County,ir-jam-county,county,place_province-ir-18,False,27.920495,52.264361,osm:r6554978
place_r6554979,شهرستان جهرم,Jahrom County,ir-jahrom-county,county,place_r255446,False,28.595788,53.409558,osm:r6554979
place_r6554980,شهرستان جوانرود,Javanrud County,ir-javanrud-county,county,place_r241037,False,34.861743,46.325231,osm:r6554980
place_r6554981,شهرستان جویبار,Juybar County,ir-juybar-county,county,place_r269900,False,36.772506,52.917787,osm:r6554981
place_r6554982,شهرستان جوین,Jowayin County,ir-jowayin-county,county,place_r537657,False,36.617497,57.526579,osm:r6554982
place_r6554983,شهرستان جیرفت,Jiroft County,ir-jiroft-county,county,place_r229593,False,28.729323,57.54682,osm:r6554983
place_r6554984,شهرستان حاجی آباد,Hajjiabad County,ir-hajjiabad-county,county,place_r3385992,False,28.25449,55.779784,osm:r6554984
place_r6554985,شهرستان حمیدیه,Hamidieh County,ir-hamidieh-county,county,place_r3661581,False,31.49422,48.484442,osm:r6554985
place_r6554986,شهرستان خاتم,Khatam County,ir-khatam-county,county,place_r3300249,False,29.920953,54.32925,osm:r6554986
place_r6554987,شهرستان خاش,Khash County,ir-khash-county,county,place_r537693,False,28.085483,61.112687,osm:r6554987
place_r6554988,شهرستان خداآفرین,Khoda Afarin County,ir-khoda-afarin-county,county,place_r2232180,False,39.081188,46.944146,osm:r6554988
place_r6554989,شهرستان خدابنده,Khodabandeh County,ir-khodabandeh-county,county,place_r241473,False,35.999843,48.379853,osm:r6554989
place_r6554990,شهرستان خرامه,Kharameh County,ir-kharameh-county,county,place_r255446,False,29.518026,53.294539,osm:r6554990
place_r6554991,شهرستان خرم آباد,Khorramabad County,ir-khorramabad-county,county,place_r229893,False,33.386395,48.55942,osm:r6554991
place_r6554992,شهرستان خرم بید,Khorambid County,ir-khorambid-county,county,place_r255446,False,30.55694,53.122129,osm:r6554992
place_r6554993,شهرستان خرمدره,Khoramdareh County,ir-khoramdareh-county,county,place_r241473,False,36.296536,49.172329,osm:r6554993
place_r6554994,شهرستان خرمشهر,Khoramshahr County,ir-khoramshahr-county,county,place_r3661581,False,30.636073,48.180774,osm:r6554994
place_r6554995,شهرستان خلخال,Kahlkhal County,ir-kahlkhal-county,county,place_r269635,False,37.478435,48.502198,osm:r6554995
place_r6554996,شهرستان خلیل آباد,Khalilabad County,ir-khalilabad-county,county,place_r537657,False,35.154881,58.238511,osm:r6554996
place_r6554997,شهرستان خمین,Khomein County,ir-khomein-county,county,place_r229958,False,33.664769,50.017281,osm:r6554997
place_r6554998,شهرستان خمینی شهر,Khomeyni Shahr County,ir-khomeyni-shahr-county,county,place_r241475,False,32.678329,51.526703,osm:r6554998
place_r6554999,شهرستان خمیر,Khamir County,ir-khamir-county,county,place_r3385992,False,27.214114,55.578511,osm:r6554999
place_r6555000,شهرستان خنج,Khonj County,ir-khonj-county,county,place_r255446,False,27.970494,53.012759,osm:r6555000
place_r6555001,شهرستان خنداب,Khondab County,ir-khondab-county,county,place_r229958,False,34.381329,49.146184,osm:r6555001
place_r6555002,شهرستان خواف,Khaf County,ir-khaf-county,county,place_r537657,False,34.435566,60.062842,osm:r6555002
place_r6555003,شهرستان خوانسار,Khansar County,ir-khansar-county,county,place_r241475,False,33.249221,50.44796,osm:r6555003
place_r6555004,شهرستان خور و بیابانک,Khur and Biabanak County,ir-khur-and-biabanak-county,county,place_r241475,False,33.674171,55.022411,osm:r6555004
place_r6555005,شهرستان خوسف,Khusf County,ir-khusf-county,county,place_r537658,False,32.325768,58.729487,osm:r6555005
place_r6555006,شهرستان خوشاب,Khoshab County,ir-khoshab-county,county,place_r537657,False,36.572318,58.114975,osm:r6555006
