id,place_id/id,name,kind,source
alias_n3521162000_2390,place_n3521162000,Behabad-e Saleh;Behabad,colloquial,osm
alias_n3521162001_2391,place_n3521162001,Bin-e Gerd;Bineh Gerd,colloquial,osm
alias_n3521162012_2392,place_n3521162012,Dulzard-e Panj`ali,colloquial,osm
alias_n3521162014_2393,place_n3521162014,Gavmakhal;Gamqal,colloquial,osm
alias_n3521162015_2394,place_n3521162015,Dar Balut;Shakmian,colloquial,osm
alias_n3521162018_2395,place_n3521162018,Geraveyan-e Sofla;Geravian-e Pa'in,colloquial,osm
alias_n3521162019_2396,place_n3521162019,Garaviyan;Goravian-e Bala;Geravian;Geraviun-e `Olya,colloquial,osm
alias_n3521162020_2397,place_n3521162020,Gorazan-e Pa'in,colloquial,osm
alias_n3521162022_2398,place_n3521162022,Gurgan Gur Sefid;Gorgan Gur-e Sefid;Gorgan-e Gur Sefid;Garagan-e Gur-e Sefid;Garakan,colloquial,osm
alias_n3521162024_2399,place_n3521162024,گرگاه,colloquial,osm
alias_n3521162025_2400,place_n3521162025,Kalleh Chub,colloquial,osm
alias_n3521162026_2401,place_n3521162026,Kolah Jub-e Sofla,colloquial,osm
alias_n3521162027_2402,place_n3521162027,Kuleh Jub;Kolah Jub-e `Aziz Bag,colloquial,osm
alias_n3521162028_2403,place_n3521162028,Kolah Jub-e Bala;Kaleh Jub-e `Olya;Kolah Ju `Olya;Kolah Jub-e Kiani,colloquial,osm
alias_n3521162030_2404,place_n3521162030,Gomar;Marjan-e Gomar,colloquial,osm
alias_n3521162034_2405,place_n3521162034,Mian Rah-e Vizhehnan,colloquial,osm
alias_n3521162036_2406,place_n3521162036,Mir Mirab-e Sofla,colloquial,osm
alias_n3521162038_2407,place_n3521162038,گرگه ای,colloquial,osm
alias_n3521162044_2408,place_n3521162044,Na`leh Shekan Shotoran,colloquial,osm
alias_n3521162045_2409,place_n3521162045,Naft Khaneh;Naft-i-Shah;Naftshahr;Naft Kaneh;Naft-e Shah;Naft Shah,colloquial,osm
alias_n3521162056_2410,place_n3521162056,Gavmish Cheran;Sheykh Davod `Arab,colloquial,osm
alias_n3521162057_2411,place_n3521162057,Sheykh Sharh ed Din,colloquial,osm
alias_n3521162058_2412,place_n3521162058,Sheykh Sorkh ed Din;Sheykh Seyr Ad Din,colloquial,osm
alias_n3521162060_2413,place_n3521162060,Siahgel;Siyah Gol,colloquial,osm
alias_n3521162063_2414,place_n3521162063,Tarshekiban,colloquial,osm
alias_n3521162064_2415,place_n3521162064,Vard Gach,colloquial,osm
alias_n3521297358_2416,place_n3521297358,Allah Morad-e Golin,colloquial,osm
alias_n3521297359_2417,place_n3521297359,Anjaverud;Anjauru;Anjaru,colloquial,osm
alias_n3521297361_2418,place_n3521297361,Bahramvandi,colloquial,osm
alias_n3521297362_2419,place_n3521297362,Bamian `Abdollah;Banmeydan,colloquial,osm
alias_n3521297367_2420,place_n3521297367,Chaman-e Golin,colloquial,osm
alias_n3521297368_2421,place_n3521297368,Allah Yar;Chaman,colloquial,osm
alias_n3521297370_2422,place_n3521297370,Kolah Shak Mirza,colloquial,osm
alias_n3521297373_2423,place_n3521297373,Sagan;Emamiyeh Sofla;Sagan-e Pa'in;Sagan-e Sofla',colloquial,osm
alias_n3521297374_2424,place_n3521297374,Emamiyeh;Sagan-e `Olya;Chogha Kadu;Sagan-e Bala,colloquial,osm
alias_n3521297378_2425,place_n3521297378,Qashqeh,colloquial,osm
alias_n3521297382_2426,place_n3521297382,Hujrat Sulaiman;Hazrat-e Soleyman;Emamzadeh Soleyman,colloquial,osm
alias_n3521297384_2427,place_n3521297384,Cheshmeh-Ye-Alishah;Cheleh-ye `Alishah;Hushyar Cheleh,colloquial,osm
alias_n3521297386_2428,place_n3521297386,Kalkosh Kaseh;Kal Kosh;Kalkesh;Kal Kush;Kalkash;Kal Kash,colloquial,osm
alias_n3521297388_2429,place_n3521297388,Kaseh Karan;Kasakran;Kaseh Garan,colloquial,osm
alias_n3521297389_2430,place_n3521297389,Harbar,colloquial,osm
alias_n3521297390_2431,place_n3521297390,Kazem Khani,colloquial,osm
alias_n3521297392_2432,place_n3521297392,Kolah Deraz-e Javanmir-e Sofla;Uloyar,colloquial,osm
alias_n3521297493_2433,place_n3521297493,Kolah Deraz-e Dust Mohammad-e `Olya,colloquial,osm
alias_n3521297497_2434,place_n3521297497,Koleh Savand;Kulsavand,colloquial,osm
alias_n3521297498_2435,place_n3521297498,Gurutag;Qorutak;Miandar-e Qortak,colloquial,osm
alias_n3521297501_2436,place_n3521297501,Moshayyeh,colloquial,osm
alias_n3521297505_2437,place_n3521297505,Khan Jan,colloquial,osm
alias_n3521297506_2438,place_n3521297506,Najjar;Golin Najjar;Galin Najjar;Najjar Galin,colloquial,osm
alias_n3521297507_2439,place_n3521297507,Nianqilan,colloquial,osm
alias_n3521297508_2440,place_n3521297508,Bavon Makr,colloquial,osm
alias_n3521297509_2441,place_n3521297509,Cheshmeh Samavat;Mashhadi Qasem-e Samavat,colloquial,osm
alias_n3521297511_2442,place_n3521297511,Qeytur,colloquial,osm
alias_n3521297517_2443,place_n3521297517,Sha`eran-e Cheleh,colloquial,osm
alias_n3521297520_2444,place_n3521297520,Sharafshah;Shahr-e Fashah,colloquial,osm
alias_n3521297521_2445,place_n3521297521,Shirabad-e Bati,colloquial,osm
alias_n3521297522_2446,place_n3521297522,Karkushk-e Shirzadi;Taqi Shirzadi,colloquial,osm
alias_n3521297523_2447,place_n3521297523,Sukhur-e Kohzad,colloquial,osm
alias_n3521297524_2448,place_n3521297524,Sukhur-e `Ali Mohammad-e Gol Mohammadi;Sukhar-e Mohammadi,colloquial,osm
alias_n3521297525_2449,place_n3521297525,Sukhur-e Morovvati,colloquial,osm
alias_n3521297526_2450,place_n3521297526,Sukhur-e Namdar-e Mirzapur,colloquial,osm
alias_n3521297527_2451,place_n3521297527,Sukhur-e `Abdi;Sukhur-e Namdar-e `Ebadi;Sukhur-e Namdar-e Elahi;Sukhar-e Namdar,colloquial,osm
alias_n3521297528_2452,place_n3521297528,Sukhur-e Rashid-e Sofla,colloquial,osm
alias_n3521297529_2453,place_n3521297529,Sukhur-e Rashid-e `Olya (2),colloquial,osm
alias_n3521297530_2454,place_n3521297530,Sukhur-e Shahbaz-e Najafi,colloquial,osm
alias_n3521297531_2455,place_n3521297531,Sukhur-e Shahbaz-e Shiri-ye Sofla,colloquial,osm
alias_n3521297532_2456,place_n3521297532,Sukhar-e Khan Jan,colloquial,osm
alias_n3521297533_2457,place_n3521297533,حلاج,colloquial,osm
alias_n3521297535_2458,place_n3521297535,Tazehabad-e Heydarbeygi;Tazehabad;Tazehabad-e Seyd`ali,colloquial,osm
alias_n3521297537_2459,place_n3521297537,`Abdollah `Aziz-e Cheleh;`Abd ol `Aziz-e Cheleh,colloquial,osm
alias_n3522340562_2460,place_n3522340562,Jowzeh-ye Anjirak,colloquial,osm
alias_n3522340563_2461,place_n3522340563,Badra'i;Badrah'i,colloquial,osm
alias_n3522340564_2462,place_n3522340564,Bahram Bayg,colloquial,osm
alias_n3522340565_2463,place_n3522340565,Seyyed Ayazi;Seyd Ayaz-e Baqeri;Baqeri `Olya,colloquial,osm
alias_n3522340569_2464,place_n3522340569,Dar Anbar,colloquial,osm
alias_n3522340570_2465,place_n3522340570,Seyed Ayaz-e Beyg Reza'i,colloquial,osm
alias_n3522340572_2466,place_n3522340572,Chalab-e Bekreh;Chaleh Bekar,colloquial,osm
alias_n3522340573_2467,place_n3522340573,چالاب کریم,colloquial,osm
alias_n3522340578_2468,place_n3522340578,Cheshmeh Kheyr,colloquial,osm
alias_n3522340579_2469,place_n3522340579,Zargush-e Cheshmeh Nezami,colloquial,osm
alias_n3522340580_2470,place_n3522340580,Rutvand-e Ardeshir;Cheshmeh-ye Sangi-ye Rutvand,colloquial,osm
alias_n3522340582_2471,place_n3522340582,Cheshmeh Sefid-e Ardeshiri,colloquial,osm
alias_n3522340585_2472,place_n3522340585,Choqazard-e Chupankareh,colloquial,osm
alias_n3522340586_2473,place_n3522340586,Ahmad Koshteh-ye Darbadam,colloquial,osm
alias_n3522340587_2474,place_n3522340587,Dar Badam,colloquial,osm
alias_n3522340588_2475,place_n3522340588,Galuzya;Derakhshandeh Galuzi;Galuzi Pasha;Galuzeya;Goluzia,colloquial,osm
alias_n3522343195_2476,place_n3522343195,Darakeh;Dargah;Darreh Gah,colloquial,osm
alias_n3522343196_2477,place_n3522343196,میله گه باباخانی,colloquial,osm
alias_n3522343201_2478,place_n3522343201,Darvisia,colloquial,osm
alias_n3522343204_2479,place_n3522343204,Tajar Dowlatabad,colloquial,osm
alias_n3522343205_2480,place_n3522343205,Emam Hassan-e Bala;Imam Hasan;Iman Hassan;Emam Hasan-e `Olya;Emam Hasan,colloquial,osm
alias_n3522343206_2481,place_n3522343206,Emam Hasan-e Vasati;Emam Hasan;Emam Hasan-e Sofla;Imam Hassan;Imam Hasan,colloquial,osm
alias_n3522343207_2482,place_n3522343207,Emamqoli Direh;Emamqoli,colloquial,osm
alias_n3522343209_2483,place_n3522343209,Darabi;Darrabi,colloquial,osm
alias_n3522343210_2484,place_n3522343210,Garmab-e Mohammad Rezavandi,colloquial,osm
alias_n3522343211_2485,place_n3522343211,Gav-e Sorkh;Gav Sorkh;Gausurkh,colloquial,osm
alias_n3522343212_2486,place_n3522343212,Kani Goawor;Kani Goawin;Govavar;Sarmast-e Govaver;Gowhar,colloquial,osm
alias_n3522343213_2487,place_n3522343213,هوکنئ سبزه;هوکانی;هوکانئ سبزه سفلى;هوکنئ سفلى,colloquial,osm
alias_n3522343214_2488,place_n3522343214,Hukani;Hawa Kani;Hukani-ye Sabzeh `Olya,colloquial,osm
alias_n3522343215_2489,place_n3522343215,Jaf Barsimin;Jafbar-e Simin;Jaf Bareh Samin-e `Olya;Jafail;Jafbareh-ye Simin;Jaf,colloquial,osm
alias_n3522343216_2490,place_n3522343216,Haft Cheshmeh-ye Jahanshah,colloquial,osm
alias_n3522343217_2491,place_n3522343217,Baraftab,colloquial,osm
alias_n3522343220_2492,place_n3522343220,Rutvand-e Ardeshir;Cheshmeh Kabud-e Rutvand,colloquial,osm
alias_n3522343221_2493,place_n3522343221,Korkul;Karkul-e Kasan,colloquial,osm
alias_n3522343223_2494,place_n3522343223,Khusrauabad,colloquial,osm
alias_n3522343229_2495,place_n3522343229,Kukav,colloquial,osm
alias_n3522343230_2496,place_n3522343230,Lorini-ye Ajudani,colloquial,osm
alias_n3522343231_2497,place_n3522343231,Varmazyar;Mian Rud-e `Olya,colloquial,osm
alias_n3522343233_2498,place_n3522343233,میله گه سفلی بابایی,colloquial,osm
alias_n3522343235_2499,place_n3522343235,Mir Mireh-ye `Olya;Mir Mangan-e `Olya;Mir Mireh,colloquial,osm
alias_n3522343236_2500,place_n3522343236,Mushkeleh-ye Tarazu,colloquial,osm
alias_n3522343238_2501,place_n3522343238,Dachia;Dowcheqa `Aziz;Duchia;Do Chia;Do Cheqa `Aziz;Do Cheqa;Mow'meni;Mowm'i,colloquial,osm
alias_n3522343239_2502,place_n3522343239,میله گه نامدار,colloquial,osm
alias_n3522343241_2503,place_n3522343241,Nesar;Nesareh Direh;Dehra,colloquial,osm
alias_n3522343243_2504,place_n3522343243,Pirgeh-ye Bareh Simin,colloquial,osm
alias_n3522343244_2505,place_n3522343244,Poshteh Kurak,colloquial,osm
alias_n3522343245_2506,place_n3522343245,Qal`eh Remen,colloquial,osm
alias_n3522343246_2507,place_n3522343246,Gar Sadaf,colloquial,osm
alias_n3522343247_2508,place_n3522343247,Qasemaban,colloquial,osm
alias_n3522343248_2509,place_n3522343248,Ru'iban-e Bozorg;Heydariyeh Bozorg;Cham-e Emam Hasan,colloquial,osm
alias_n3522343249_2510,place_n3522343249,Heydariyeh Kuchak;Ru'iban-e Kuchak,colloquial,osm
alias_n3522343251_2511,place_n3522343251,سنگ در میدان علیا,spelling,osm
alias_n3522343252_2512,place_n3522343252,Sang Chin Saleh,colloquial,osm
alias_n3522343255_2513,place_n3522343255,Sarab-e Qanbar;Bapir Sarab Qanbar;Sarab-e Qanbar-e Bapir,colloquial,osm
alias_n3522343256_2514,place_n3522343256,وارگه,colloquial,osm
alias_n3522343257_2515,place_n3522343257,سر چله;وارگه,colloquial,osm
alias_n3522343258_2516,place_n3522343258,Sartanan Gilan,colloquial,osm
alias_n3522343259_2517,place_n3522343259,لانه چیا,colloquial,osm
alias_n3522343260_2518,place_n3522343260,سید ایاز,colloquial,osm
alias_n3522343261_2519,place_n3522343261,Seyd Ayaz-e Seyd Mohammadi-ye Ramezani,colloquial,osm
alias_n3522343263_2520,place_n3522343263,Sarab Qanbar;Sarab Qanbar-e Shahid Hadian,colloquial,osm
alias_n3522343264_2521,place_n3522343264,Shahmar,colloquial,osm
alias_n3522343266_2522,place_n3522343266,Shahre;Shahrak,colloquial,osm
alias_n3522343267_2523,place_n3522343267,Sheli;Shelin Direh,colloquial,osm
alias_n3522343268_2524,place_n3522343268,Sia Sia;Sia Sia-ye Sheykheh;Siah Siah-ye Sheykheh;Siahsia,colloquial,osm
alias_n3522343269_2525,place_n3522343269,Seyd Ayaz-e Shirzadi,colloquial,osm
alias_n3522343270_2526,place_n3522343270,Shesh Rah,colloquial,osm
alias_n3522343271_2527,place_n3522343271,Seyahgol,colloquial,osm
alias_n3522343272_2528,place_n3522343272,Siah Khor;Siah Khwar;Siah Khvor;Suvar Khar;Seyah Khowr,colloquial,osm
alias_n3522343273_2529,place_n3522343273,Mush Kosh,colloquial,osm
alias_n3522343275_2530,place_n3522343275,تنگ ترازک,colloquial,osm
alias_n3522343276_2531,place_n3522343276,Tarazi-ye `Abd ol `Aziz,colloquial,osm
alias_n3522343277_2532,place_n3522343277,Tazehabad-e Kukav,colloquial,osm
alias_n3522343279_2533,place_n3522343279,Turan Shah,colloquial,osm
alias_n3522343283_2534,place_n3522343283,باپیر,colloquial,osm
alias_n3522343286_2535,place_n3522343286,Zhav Marg-e Nav Khas,colloquial,osm
alias_n3522343290_2536,place_n3522343290,Seyd Ayaz-e `Alireza Vandi,colloquial,osm
alias_n3522399744_2537,place_n3522399744,گروس پائین;گروس سفلى;گروس,colloquial,osm
alias_n3522399745_2538,place_n3522399745,Gavdaneh Khvar,colloquial,osm
alias_n3522399747_2539,place_n3522399747,Guraju Morad Bak,colloquial,osm
alias_n3522399748_2540,place_n3522399748,Guraju Qeshlaq,colloquial,osm
alias_n3522399752_2541,place_n3522399752,Huaru;Huharu;Huvaru;Hirud;Huru;Huvehru,colloquial,osm
alias_n3522399762_2542,place_n3522399762,Neqareh Kub;Naraman,colloquial,osm
alias_n3522399766_2543,place_n3522399766,Sar Cheqeh;Sar Cheqa,colloquial,osm
alias_n3522399770_2544,place_n3522399770,Shirinabad;Sar-i-Mil;Sar-e Mil-e Sofla;Sar-e Mil,colloquial,osm
alias_n3522399771_2545,place_n3522399771,Guraju Safar Shah;Kurab Safar Shah;Safar Shah,colloquial,osm
alias_n3522399778_2546,place_n3522399778,Tut Shahi,colloquial,osm
alias_n3522399780_2547,place_n3522399780,Zeydari;Gura Jub-e Riz`ali,colloquial,osm
alias_n3523333405_2548,place_n3523333405,A'inehjub,colloquial,osm
alias_n3523333406_2549,place_n3523333406,Ab Barik-e Sofla,colloquial,osm
alias_n3523333407_2550,place_n3523333407,Aqa;Agha;Agah;Agah-e Bala;Agah Kolya'i,colloquial,osm
alias_n3523333408_2551,place_n3523333408,علمدین;هلمن,colloquial,osm
alias_n3523333409_2552,place_n3523333409,میر مران,colloquial,osm
alias_n3523333411_2553,place_n3523333411,Asiab Jub,colloquial,osm
alias_n3523333412_2554,place_n3523333412,Aranlah,colloquial,osm
alias_n3523333416_2555,place_n3523333416,Bawali;Bavaleh-ye Fa`leh Kori,colloquial,osm
alias_n3523333417_2556,place_n3523333417,Berya Khani;Buriakhani;Burya Khani;Beryah Khani,colloquial,osm
alias_n3523333419_2557,place_n3523333419,Chafdar,colloquial,osm
alias_n3523333423_2558,place_n3523333423,Chongorreh;Changareh Fa'leh Gari;Chengoreh;Chongoreh;Chongorah;Chahgareh;Chahkareh,colloquial,osm
alias_n3523333426_2559,place_n3523333426,Chalmaleh Pain;Charmaleh;Charmaleh-ye Sofla;Chalmala Pain,colloquial,osm
alias_n3523333427_2560,place_n3523333427,چرملۀ بالا,colloquial,osm
alias_n3523333432_2561,place_n3523333432,Chashmeh Safid;Cheshmeh Sefid Rutvand,colloquial,osm
alias_n3523333434_2562,place_n3523333434,Choqa Gachgineh,colloquial,osm
alias_n3523333435_2563,place_n3523333435,Choqerchah,colloquial,osm
alias_n3523333436_2564,place_n3523333436,Chowgan-e Fa`leh Kori;Chauga;Chaugen,colloquial,osm
alias_n3523333439_2565,place_n3523333439,Darreh Vezem;Taqruzum;Darreh Vezm;Takruzom,colloquial,osm
alias_n3523333440_2566,place_n3523333440,Khel Khvah;Khel Khawah;Deh-e Khoda Dad,colloquial,osm
alias_n3523333442_2567,place_n3523333442,Deh Sheykh,colloquial,osm
alias_n3523333443_2568,place_n3523333443,Da Abbas;Deh `Abbas,colloquial,osm
alias_n3523333445_2569,place_n3523333445,گور یهود,old,osm
alias_n3523333447_2570,place_n3523333447,Gavara;Gawareh,colloquial,osm
alias_n3523333450_2571,place_n3523333450,Girdehkani Pain;Gerdkani-ye Pa'in;Gerdeh Kani-ye Pa'in;Gerdeh Kaneh-ye Sofla;Gerdkani-ye Sofla;Gerda Kaneh-ye Pa'in,colloquial,osm
alias_n3523333451_2572,place_n3523333451,Girdehkani Bala;Gerdkani-ye `Olya;Gerdeh Kani-ye Bala;Gerdkani-ye Bala,colloquial,osm
alias_n3523333453_2573,place_n3523333453,Gol Sorkheh;Qal`eh Surkeh;Gel Sorkheh;Gelah Sorkheh;Qal`eh-ye Sorkheh;Gel-e Sorkheh,colloquial,osm
alias_n3523333454_2574,place_n3523333454,Gur-e Qar;Gur-i-Ghar;Gorgin Darreh,colloquial,osm
alias_n3523333455_2575,place_n3523333455,Gorji;Ghurji Bayan;Ghurji,colloquial,osm
alias_n3523333460_2576,place_n3523333460,Gujja;Gowjeh;Govijeh,colloquial,osm
alias_n3523333462_2577,place_n3523333462,Hafteh Shian;Haftasan;Haft Shian,colloquial,osm
alias_n3523333465_2578,place_n3523333465,Halateh,colloquial,osm
alias_n3523333467_2579,place_n3523333467,Hasanabad-e Qal`ehjuq,colloquial,osm
alias_n3523333468_2580,place_n3523333468,Hasanabad-e Amjadi;Hasanabad-e Govijeh,colloquial,osm
alias_n3523333472_2581,place_n3523333472,هزار خانئ علیا;هزار خانئ بالا;هزار خانی;هزرخم بل;حزار خانئ علیا,colloquial,osm
alias_n3523333473_2582,place_n3523333473,Hoseynabad-e Amjadi;Husainabad,colloquial,osm
alias_n3523333475_2583,place_n3523333475,Husainabad;Deh Boneh;Hoseynabad,colloquial,osm
alias_n3523333476_2584,place_n3523333476,جانعلی,colloquial,osm
alias_n3523333477_2585,place_n3523333477,Jow Kabud-e Bala;Jubkabud-e `Olya;Jub Kabud;Joob Kaboode Olya,colloquial,osm
alias_n3523333478_2586,place_n3523333478,Joob Kaboode Sofla;Jow Kabud-e Pa'in;Jub Kabud-e Sofla,colloquial,osm
alias_n3523333479_2587,place_n3523333479,Asiab Jub-e Farmanfarma,colloquial,osm
alias_n3523333482_2588,place_n3523333482,Kalgah-e Zaman;Kalgah;Kalgeh,colloquial,osm
alias_n3523333487_2589,place_n3523333487,Khalifa,colloquial,osm
alias_n3523333488_2590,place_n3523333488,Khanjamal-e Panahi,colloquial,osm
alias_n3523333489_2591,place_n3523333489,Khanjamal-e Zamani,colloquial,osm
alias_n3523333492_2592,place_n3523333492,Deh-e Khazal,colloquial,osm
alias_n3523333593_2593,place_n3523333593,Khusruabad;Khosrowabad-e Fa`leh Kori,colloquial,osm
alias_n3523333595_2594,place_n3523333595,Khowshyar,colloquial,osm
alias_n3523333596_2595,place_n3523333596,Kesleh;Qishlaq;Kisaleh,colloquial,osm
alias_n3523333597_2596,place_n3523333597,Gol Gol;Kulkul,colloquial,osm
alias_n3523333598_2597,place_n3523333598,Kolah Pa,colloquial,osm
alias_n3523333607_2598,place_n3523333607,Mayana,colloquial,osm
alias_n3523333608_2599,place_n3523333608,Meykhowran-e Bala;Meykhvaran-e Sadat,colloquial,osm
alias_n3523333610_2600,place_n3523333610,Meykhvaran-e Pa'in;Meykhowran-e Pa'in;Meykhowran-e Mohammad Sadeq;Maykhuran Pain;Mae Khuran,colloquial,osm
alias_n3523333611_2601,place_n3523333611,میخوران فرمانفرما;پیر میخواران پیر علی خان;میخواران فرمانفرما;میخواران پیر علی خان;مخران,colloquial,osm
alias_n3523333612_2602,place_n3523333612,Nav Tang;Naotang;Nutang;Miyan-i- Tang;Meyan Tang,colloquial,osm
alias_n3523333616_2603,place_n3523333616,Nurabad,colloquial,osm
alias_n3523333619_2604,place_n3523333619,Qal`eh-ye Jabra'il;Deh Bala;Deh Zhura;Deh-i-Jurail,colloquial,osm
alias_n3523333624_2605,place_n3523333624,Rigjub,colloquial,osm
alias_n3523333628_2606,place_n3523333628,Saman Band;Samanban;Saman Baneh,colloquial,osm
alias_n3523333630_2607,place_n3523333630,Sar Darreh;Sardareh,colloquial,osm
alias_n3523333633_2608,place_n3523333633,Sarab-e Qal`eh-ye Shahin;Sarab-e Abuzar,colloquial,osm
alias_n3523333634_2609,place_n3523333634,Sarab-e Surenabad,colloquial,osm
alias_n3523333636_2610,place_n3523333636,Sayeh Kur-e Pa'in;Sayeh Gor-e Pa'in;Sadeh Kor-e Sofla;Saikur;Sayehkor-e Sofla;Sayeh Kor-e Sofla;Sayeh Kor-e Pa'in,colloquial,osm
alias_n3523333637_2611,place_n3523333637,Sayeh Kur-e Bala;Sadeh Kor-e `Olya;Saikur;Sayehkor-e `Olya;Sayeh Kor-e `Olya;Sayehkor-e Bala;Sayeh Gor-e Bala,colloquial,osm
alias_n3523333645_2612,place_n3523333645,Bashirabad,colloquial,osm
alias_n3523333646_2613,place_n3523333646,Deh Soleyman;سلیمانشاه,colloquial,osm
alias_n3523333650_2614,place_n3523333650,Sornabad;Sowrnabad;Suranabad,colloquial,osm
alias_n3523333651_2615,place_n3523333651,Tazehabad,colloquial,osm
alias_n3523333654_2616,place_n3523333654,Shahid Hayati,colloquial,osm
alias_n3523333656_2617,place_n3523333656,Warmaqan;Varmakan;Varmaqan;Vazmakan,colloquial,osm
alias_n3523333657_2618,place_n3523333657,Yusofjerd,colloquial,osm
alias_n3523333658_2619,place_n3523333658,Zaghan-e `Olya;Zaghan-e Bala,colloquial,osm
alias_n3523333661_2620,place_n3523333661,`Ali Bolagh,colloquial,osm
alias_n3523681692_2621,place_n3523681692,سراب کوله سه,colloquial,osm
alias_n3523688646_2622,place_n3523688646,امیرآبادخان منصور,colloquial,osm
alias_n3523688647_2623,place_n3523688647,انارک,colloquial,osm
alias_n3523688649_2624,place_n3523688649,انارک سفلی;انارک,colloquial,osm
alias_n3523688653_2625,place_n3523688653,بگ وند;بگوند,colloquial,osm
alias_n3523688657_2626,place_n3523688657,بایندرسفلی,colloquial,osm
alias_n3523688658_2627,place_n3523688658,بایندر علیا,colloquial,osm
alias_n3523688660_2628,place_n3523688660,Bagh-e Karambeyg,colloquial,osm
alias_n3523688661_2629,place_n3523688661,بره گینه قاسم خانی,colloquial,osm
alias_n3523688662_2630,place_n3523688662,Baskeleh;Boruvim Baskeleh-ye Amin;Baskeleh-ye Boruvim,colloquial,osm
alias_n3523688665_2631,place_n3523688665,برا بلوجستان,colloquial,osm
alias_n3523688666_2632,place_n3523688666,بیشک تپه,colloquial,osm
alias_n3523688668_2633,place_n3523688668,Cham Nuzdeh,colloquial,osm
alias_n3523688673_2634,place_n3523688673,چشمه کبود چنار,colloquial,osm
alias_n3523688674_2635,place_n3523688674,چنار وسطی;چنار سفلی,colloquial,osm
alias_n3523688677_2636,place_n3523688677,کمره,colloquial,osm
alias_n3523688679_2637,place_n3523688679,Cheshmeh Kabud-e Bala,colloquial,osm
alias_n3523688683_2638,place_n3523688683,Baskeleh-ye Cheshmeh Sefid,colloquial,osm
alias_n3523688685_2639,place_n3523688685,چشمه سرخ قبر بابا,colloquial,osm
alias_n3523688686_2640,place_n3523688686,کنی سور,colloquial,osm
alias_n3523688687_2641,place_n3523688687,Cheshmeh-ye Velagah,colloquial,osm
alias_n3523688692_2642,place_n3523688692,داربید,colloquial,osm
alias_n3523690293_2643,place_n3523690293,دره بادام علیا,colloquial,osm
alias_n3523690297_2644,place_n3523690297,Davar Dar Mian;Davar Bamian,colloquial,osm
alias_n3523690298_2645,place_n3523690298,Deh `Abbas,colloquial,osm
alias_n3523690299_2646,place_n3523690299,ده موسی سفلی;ده موسی علیا,colloquial,osm
alias_n3523690300_2647,place_n3523690300,دیوند,colloquial,osm
alias_n3523690301_2648,place_n3523690301,Dul-e Ma`sum,colloquial,osm
alias_n3523690305_2649,place_n3523690305,گلیانۀ علی باقر;گلیانه;کلیانه علی باقر,colloquial,osm
alias_n3523690306_2650,place_n3523690306,گروند,colloquial,osm
alias_n3523690307_2651,place_n3523690307,Garuni;Gav Ravani;Gaurawani,colloquial,osm
alias_n3523690308_2652,place_n3523690308,گامره,colloquial,osm
alias_n3523690309_2653,place_n3523690309,گیه در,colloquial,osm
alias_n3523690310_2654,place_n3523690310,گرده کاندار,colloquial,osm
alias_n3523690311_2655,place_n3523690311,گدارپی علیا,colloquial,osm
alias_n3523690312_2656,place_n3523690312,گلجیران سفلی,colloquial,osm
alias_n3523690314_2657,place_n3523690314,Golsan,colloquial,osm
alias_n3523690317_2658,place_n3523690317,گرگابان,colloquial,osm
alias_n3523690319_2659,place_n3523690319,Gavani;Gabani,colloquial,osm
alias_n3523690326_2660,place_n3523690326,Kalkushak,colloquial,osm
alias_n3523690327_2661,place_n3523690327,Kalok;Kalgol,colloquial,osm
alias_n3523690331_2662,place_n3523690331,Kalek-e Sofla;Kalek-e `Olya,colloquial,osm
alias_n3523690332_2663,place_n3523690332,کله کن زنگی,colloquial,osm
alias_n3523690336_2664,place_n3523690336,Sarab-e Karian;Karayan;Kareyan,colloquial,osm
alias_n3523690339_2665,place_n3523690339,Khomartash,colloquial,osm
alias_n3523690342_2666,place_n3523690342,خوب یاران علیا,colloquial,osm
alias_n3523690494_2667,place_n3523690494,کوله سه,colloquial,osm
alias_n3523690495_2668,place_n3523690495,Koreh Jub,colloquial,osm
alias_n3523690497_2669,place_n3523690497,یاری خان وسطی,colloquial,osm
alias_n3523690498_2670,place_n3523690498,Markhor,colloquial,osm
alias_n3523690499_2671,place_n3523690499,Qal`eh Mashkara,colloquial,osm
alias_n3523690500_2672,place_n3523690500,مست علی,colloquial,osm
alias_n3523690501_2673,place_n3523690501,Mandrak;Manderek,colloquial,osm
alias_n3523690503_2674,place_n3523690503,Mian Chaqa;Miyan Cheqa,colloquial,osm
alias_n3523690504_2675,place_n3523690504,میانسروان,colloquial,osm
alias_n3523690507_2676,place_n3523690507,Meleh Sorkh,colloquial,osm
alias_n3523690508_2677,place_n3523690508,قابقوئی,colloquial,osm
alias_n3523690512_2678,place_n3523690512,مولو,colloquial,osm
alias_n3523690513_2679,place_n3523690513,کلولابان,colloquial,osm
alias_n3523690515_2680,place_n3523690515,Nuraz,colloquial,osm
alias_n3523690516_2681,place_n3523690516,پی کلا,colloquial,osm
alias_n3523690517_2682,place_n3523690517,قمره وند,colloquial,osm
alias_n3523690519_2683,place_n3523690519,Palkuli,colloquial,osm
alias_n3523690522_2684,place_n3523690522,شاه ولی;قیر بابا شاه ولی,colloquial,osm
alias_n3523690523_2685,place_n3523690523,Qadir Maz;Qader Marz;Qader Maz,colloquial,osm
